,LYZ,GNB4,LOXL2,COL6A2,ADAMTS1,SDC2
ACH-000383,0.9708536543404837,0.0426443374084937,0.7990873060740036,0.3448284969974411,0.137503523749935,0.070389327891398
ACH-001547,3.740927560318628,2.548436624696042,6.57228336665041,6.138937308958628,5.042644337408494,0.1763227726404629
ACH-000917,0.5058909297299572,2.8052924556007115,2.114367024952,0.8318772411916731,2.849999259466098,3.71699089440494
ACH-000984,0.0565835283663675,0.4114262457264651,4.51096191927738,4.8283269264148165,1.3617683594191536,0.2750070474998698
ACH-001409,0.1634987322828795,2.950468414150123,5.3892226163558945,0.3785116232537298,3.468583317006828,2.8836208162856716
ACH-001707,0.0285691521967709,0.5753123306874368,0.2986583155645151,0.0285691521967709,0.0,0.0
ACH-000117,0.9855004303048848,2.6644828403646823,1.263034405833794,1.292781749227846,0.4114262457264651,2.448900951145128
ACH-000999,8.34753278902363,0.632268215499513,1.0426443374084935,3.5594918132050384,0.4114262457264651,1.2078928516413328
ACH-000633,2.9541963103868762,5.53013318439181,1.063502942306158,2.9763636357327616,0.3103401206121505,7.104755986962258
ACH-000520,0.1763227726404629,4.073820233291672,6.835545165508694,7.591185709622112,4.748461233004035,5.242602505928981
ACH-000176,0.0565835283663675,3.7355221772965375,7.8027748315600185,6.639666295869301,8.044831233447809,5.140778655782796
ACH-000017,1.3561438102252754,3.1602748314085933,1.5360529002402097,0.4646682670034443,0.1505596765753814,0.5260688116675876
ACH-000020,0.2630344058337938,3.9231491804723087,1.0840642647884746,0.0426443374084937,0.01435529297707,0.2986583155645151
ACH-001385,0.137503523749935,1.6507645591169022,0.879705766282288,3.5545888516776367,0.9855004303048848,2.4646682670034443
ACH-000587,1.097610796626422,3.646162657157894,7.354557946814536,4.189824558880018,0.2141248053528473,2.0565835283663683
ACH-000785,0.4854268271702416,0.925999418556223,4.298658315564516,0.1763227726404629,0.4646682670034443,0.4329594072761063
ACH-000554,0.2509615735332188,4.517275693209582,2.007195501404204,0.2387868595871164,3.8429788317883253,0.3448284969974411
ACH-001398,0.0565835283663675,3.6870606883398933,8.337577304856818,5.245267466519513,5.758622982440238,5.553360503335328
ACH-001991,0.1243281350022017,0.2141248053528473,0.6229303509201767,0.0,0.0,0.0
ACH-001709,0.0976107966264223,2.8757800630684884,4.7713574089905615,0.0426443374084937,0.0,0.0
ACH-001332,0.01435529297707,2.0531113364595623,2.5335633482145115,0.2750070474998698,0.6690267655096305,0.3334237337251918
ACH-000585,0.0565835283663675,2.9068905956085187,6.255878352582786,3.854993016757,6.408542042296858,0.4956951626240688
ACH-000550,0.1763227726404629,3.9448584458075384,8.202172810945825,7.100452094900937,2.6848187375532224,6.174126737420927
ACH-000627,0.137503523749935,3.55581615506164,8.326744059219621,8.826294245499632,0.5459683691052926,4.281698250098828
ACH-000704,1.570462931026041,4.4698859762744645,3.5741015080893885,4.661065479806949,4.626439136697315,8.272116528112022
ACH-000276,0.3895668117627256,4.628190334615213,4.269781238274379,5.522620761042079,6.933690654952233,8.689264211104796
ACH-000075,0.3219280948873623,3.873813198359087,9.180704840195554,8.590474773558629,6.163096138436012,6.316326792057148
ACH-000818,0.1110313123887439,2.6135316529179264,1.5410191531335593,3.6016965164809576,4.0574502721839,2.9818526532897405
ACH-001616,0.137503523749935,3.3088850574117634,0.2986583155645151,0.0,0.0285691521967709,0.01435529297707
ACH-000625,3.8399595874895316,2.364572432295856,3.003602236680196,0.8875252707415875,3.232660756790275,7.711839019959028
ACH-000941,0.1634987322828795,2.1538053360790355,4.885574364371426,0.6415460290875237,5.4760575956775455,6.49761236561836
ACH-000392,7.582706526780787,2.8639384504239715,1.879705766282288,2.7484612330040354,1.0840642647884746,0.1505596765753814
ACH-000269,3.049630767724601,4.20945336562895,8.270061672727762,3.940166750482817,4.670160514126633,1.831877241191673
ACH-001670,0.0,3.039138393906958,0.8559896973084807,0.8559896973084807,0.7739963251111731,0.9335726382610241
ACH-000856,1.570462931026041,2.9836776946980668,6.359661722333878,5.921721947009604,5.6438561897747235,7.880379422049586
ACH-001119,0.0,0.0426443374084937,0.3103401206121505,0.0,0.0,0.0
ACH-000376,1.9818526532897407,3.9136075118230993,7.890689877685268,7.730436171038864,3.8479969065549504,2.39231742277876
ACH-000685,1.2016338611696504,0.2630344058337938,4.2509615735332185,3.104336659814736,2.2600256559614555,2.9671686075326282
ACH-000729,1.5509006646475232,2.7739963251111734,1.769771739249448,1.4436066514756147,0.5655971758542251,5.853496703702325
ACH-001034,0.0,4.457462964648552,1.7782085763980875,4.139960569545456,0.8399595874895318,2.104336659814736
ACH-001283,0.0426443374084937,4.886550147324343,0.9708536543404837,6.141800611652467,3.1009776477248208,3.5607149544744785
ACH-000880,10.030529204697443,0.2387868595871164,0.4005379295837288,0.1634987322828795,0.1243281350022017,0.1243281350022017
ACH-000035,0.6599245584023783,1.8875252707415875,6.494095544940635,4.642123916153488,1.4382928515791469,6.590212761408359
ACH-001200,0.3895668117627256,0.1634987322828795,0.8953026213333066,0.5058909297299572,0.5558161550616396,1.3673710656485294
ACH-000194,0.1634987322828795,5.1346316714476465,10.001830384818945,10.4929547343305,7.965726575706265,6.875657212551882
ACH-000322,1.2448870591235344,4.845991770664574,7.06770324437316,6.479618608469416,5.001802242633985,7.358870939685619
ACH-000552,10.840856585302275,0.1243281350022017,0.2509615735332188,0.2986583155645151,0.0426443374084937,0.2986583155645151
ACH-002508,0.0565835283663675,3.90977310414164,9.614709844115207,8.183933069425485,7.20857578421782,0.3785116232537298
ACH-000222,10.846587336300278,0.1110313123887439,1.0908534304511135,0.2986583155645151,0.0285691521967709,0.4114262457264651
ACH-000260,1.5509006646475232,0.7739963251111731,7.443606651475616,8.438334441588545,3.859969548221027,4.857980995127573
ACH-001652,0.2016338611696504,3.676944359106912,6.9294359601775195,5.2720231890610485,5.1715271060388135,2.845991770664573
ACH-000608,1.292781749227846,2.1667154449664223,2.7311832415722,1.6507645591169022,2.6599245584023783,0.3448284969974411
ACH-000501,4.9597701552114675,0.4222330006830478,0.5753123306874368,0.6780719051126377,0.3103401206121505,0.0976107966264223
ACH-000612,0.1110313123887439,4.630521963471638,1.3504972470841332,0.7739963251111731,3.3895668117627262,0.1505596765753814
ACH-001184,0.0426443374084937,2.8278190246173196,2.6438561897747253,1.0565835283663676,4.564378168565064,6.658782734012827
ACH-001688,0.0426443374084937,0.0565835283663675,6.6445773570183775,3.0250287944915226,4.659924558402379,5.3919738830602935
ACH-001838,3.7516779456875775,1.0772429989324606,1.1375035237499351,2.8155754288625725,0.9560566524124028,1.7570232465074596
ACH-000638,0.1634987322828795,0.2750070474998698,4.505890929729957,5.916715481461834,0.1505596765753814,0.1890338243900171
ACH-001846,2.5680321047712793,0.1243281350022017,2.835924074254375,0.4114262457264651,1.5210507369009632,0.5459683691052926
ACH-000798,4.3110671022555955,0.070389327891398,0.2387868595871164,0.4114262457264651,0.2750070474998698,0.2387868595871164
ACH-001321,0.7048719644563528,0.4005379295837288,7.224387627929912,0.5945485495503542,2.1176950426697547,6.5777309314900805
ACH-000894,0.2265085298086797,1.6553518286125541,1.9745293124838816,0.8875252707415875,1.0908534304511135,0.1243281350022017
ACH-001559,0.1634987322828795,4.640389560054945,7.453188309548227,5.630230715859691,4.38543103719352,6.044175512639209
ACH-000344,1.4222330006830477,2.8933622107638715,6.915401388260412,5.785550551739257,4.71259578044703,0.7311832415722002
ACH-000223,0.3448284969974411,1.5509006646475232,4.7489978500981485,5.3125199674749455,0.9486008474933558,0.5058909297299572
ACH-000031,1.3391373849195856,2.1176950426697547,5.488322191140821,6.364222221093532,1.769771739249448,3.876762490781555
ACH-000034,3.753818443173543,3.730096465595469,0.5945485495503542,0.4114262457264651,2.176322772640463,0.2141248053528473
ACH-001861,0.1634987322828795,0.0285691521967709,4.224194663970433,0.8718436485093178,0.0285691521967709,3.5909612413426
ACH-000772,0.5849625007211562,4.91169158187234,4.9804823555382605,6.582104337461437,4.526068811667588,1.6870606883398924
ACH-000946,0.0840642647884745,0.1634987322828795,6.5006427360628045,0.8875252707415875,3.9791107550157863,0.2141248053528473
ACH-000596,0.2630344058337938,0.9411063109464316,4.370861740085285,4.775050541483175,0.1110313123887439,0.1505596765753814
ACH-000632,3.1009776477248208,3.833902076669163,5.924812503605782,4.9368734618242325,3.4154882710497003,3.6814492653149578
ACH-000978,0.2141248053528473,1.5310694927259538,4.456806149230474,4.455491620628468,0.925999418556223,3.9439213265534856
ACH-000332,3.142413437873741,3.765534746362977,4.318316841334983,5.444600813711501,0.5849625007211562,1.6322682154995132
ACH-001841,0.7048719644563528,0.1890338243900171,0.4329594072761063,0.0285691521967709,2.7463127664254587,1.0
ACH-000179,1.0772429989324606,2.636914580355878,1.769771739249448,0.137503523749935,0.01435529297707,5.787118982813345
ACH-000887,0.4436066514756146,2.104336659814736,5.317955218312439,1.15704371014558,1.9745293124838816,0.4854268271702416
ACH-000368,0.4541758931858021,4.108524456778168,9.234721647354117,9.604404967635453,6.737010677681807,6.999774561287002
ACH-000240,0.137503523749935,4.8109571587378,9.905326828787508,10.142234723781185,8.699780644404214,7.556429415449573
ACH-000578,0.3103401206121505,3.51096191927738,5.501439145158873,6.53013318439181,5.376776571882981,4.840966704487421
ACH-001611,0.0285691521967709,4.12350066435096,9.510981692922584,0.7136958148433591,4.575312330687437,6.6708686548373075
ACH-000135,0.0840642647884745,4.968551603363945,9.83056274145044,9.937579799679659,8.054468656195477,8.91731240109503
ACH-000406,8.785844762477668,3.5310694927259543,1.0143552929770698,0.0840642647884745,0.137503523749935,0.2016338611696504
ACH-001541,0.0840642647884745,0.0565835283663675,1.3673710656485294,0.0,0.1890338243900171,0.0
ACH-000998,1.8237493603082728,0.0565835283663675,0.3334237337251918,0.4222330006830478,0.0840642647884745,0.879705766282288
ACH-000441,1.9708536543404835,3.8972404255748,1.4905701304462011,3.628773595201645,2.339137384919585,2.1795110502715103
ACH-000960,0.9486008474933558,4.661635602335959,1.8639384504239715,0.3448284969974411,0.0840642647884745,0.5260688116675876
ACH-000098,0.3561438102252753,4.729008870337863,7.690626611937175,8.143689323696229,3.187451054027326,4.766065051474954
ACH-001651,0.0976107966264223,3.1076878693143737,3.9439213265534856,3.0107798387532423,1.0772429989324606,4.857980995127573
ACH-001456,9.322739382694554,0.070389327891398,0.1110313123887439,0.3448284969974411,0.0426443374084937,0.0285691521967709
ACH-001336,0.0976107966264223,2.724650271732968,6.700855820160289,0.0285691521967709,5.592756010441026,0.0976107966264223
ACH-000284,0.1505596765753814,4.624685810525398,9.226388107528626,9.952653896709199,7.591784121012819,6.367545800105339
ACH-000971,0.6780719051126377,0.137503523749935,3.2078928516413328,4.663913842115979,0.0426443374084937,0.1890338243900171
ACH-001454,1.8875252707415875,1.3276873641760472,1.4222330006830477,0.5058909297299572,0.2509615735332188,4.049630767724601
ACH-000926,1.9448584458075389,0.3103401206121505,0.8318772411916731,0.6870606883398922,0.1110313123887439,0.5849625007211562
ACH-000033,0.2265085298086797,4.008092420948722,4.462706750670158,3.142413437873741,5.221490455042057,6.7793910595359135
ACH-000576,0.0976107966264223,0.2868811477881615,2.899175630480513,0.2387868595871164,0.0565835283663675,0.1634987322828795
ACH-000019,0.765534746362977,3.2913088598289706,1.875780063068488,1.9183862344463483,0.2016338611696504,4.24031432933371
ACH-001577,10.8775908941114,3.7634115744700067,0.0565835283663675,5.142821844115928,0.01435529297707,0.0565835283663675
ACH-000330,1.144046369616707,0.2986583155645151,0.7048719644563528,0.2265085298086797,0.0426443374084937,7.007307646846438
ACH-000848,7.7443629510903005,0.1110313123887439,0.963474123974886,2.2172307162206693,0.137503523749935,6.274261661257047
ACH-000481,1.1110313123887443,0.4541758931858021,0.632268215499513,0.0565835283663675,1.2986583155645148,6.252286970999785
ACH-001517,0.0,2.5655971758542253,3.33771109212829,0.0840642647884745,0.4114262457264651,4.643278996311978
ACH-000338,0.4114262457264651,4.448240225216066,1.6553518286125541,1.2078928516413328,0.3895668117627256,0.5459683691052926
ACH-001959,0.0,4.792334805706691,3.611172380044005,3.408711861029429,0.0,0.0
ACH-001414,0.0976107966264223,2.430285272977781,0.4750848829487828,0.6870606883398922,0.7990873060740036,3.9990980337056072
ACH-000871,0.9107326619029126,1.839959587489532,3.738767836800192,0.1243281350022017,0.0285691521967709,5.619706450045889
ACH-001403,0.2986583155645151,4.0522419811811385,6.364397337321324,7.1333991254171965,3.9569859246125763,6.184478671187091
ACH-000805,2.5825560030140613,3.438292851579147,1.263034405833794,5.3269687115878925,4.621172752683434,2.4750848829487833
ACH-001142,0.2141248053528473,4.658782734012828,7.3887061692263805,10.263151807879746,5.14934066928622,4.850999394716474
ACH-001554,0.2265085298086797,4.94626298433245,1.9523335663696857,3.873813198359087,2.925999418556223,0.2630344058337938
ACH-000847,0.8237493603082727,3.5933537709802965,4.434961760187254,5.003152448666921,2.700439718141092,6.558267634055736
ACH-001207,0.1763227726404629,4.595145567990858,8.858167538460059,9.33706433868474,6.633285887258969,6.690696443977697
ACH-000832,0.4541758931858021,3.439623137557117,4.814550423461808,1.6959938131099002,1.5260688116675876,0.2630344058337938
ACH-000428,0.1890338243900171,4.3462477740827765,8.50521609609692,3.548436624696042,6.494575616502122,7.0016896684042145
ACH-001382,5.0755326311673565,0.0565835283663675,1.5058909297299572,0.0840642647884745,1.7311832415722002,0.4005379295837288
ACH-001302,0.0840642647884745,2.9164766444377164,1.0565835283663676,3.899175630480513,1.5360529002402097,7.392660880711793
ACH-000690,0.2509615735332188,5.887037791419196,1.5210507369009632,2.430285272977781,3.0513721017210256,2.7928553523624893
ACH-001134,0.1243281350022017,0.0426443374084937,0.3103401206121505,0.0840642647884745,0.4114262457264651,0.0565835283663675
ACH-000914,0.0426443374084937,0.2141248053528473,5.2543672814408335,1.3673710656485294,0.2509615735332188,0.3561438102252753
ACH-000858,0.4114262457264651,3.2156785966079284,4.244887059123535,0.6040713236688608,2.8894735425311087,0.7907720378619999
ACH-001421,0.0976107966264223,2.7224660244710908,3.2509615735332185,4.002702520379824,0.0,5.2935176304174245
ACH-000544,0.2141248053528473,3.0338634518662833,1.3504972470841332,0.4114262457264651,2.0107798387532423,0.1505596765753814
ACH-000725,0.2016338611696504,2.0942360698457656,1.7048719644563528,0.7570232465074596,1.7311832415722002,3.8669079781431663
ACH-000566,0.1505596765753814,4.297191416565856,9.295332731557929,6.484943701070659,6.617798025902778,7.3558796206855375
ACH-000760,0.2868811477881615,4.672425341971495,5.786073551578548,3.3015876466031866,3.6252704893746936,8.347001197514233
ACH-001745,0.2141248053528473,2.5921580021253603,2.0461417816447205,3.0303360783709588,3.502075956045791,6.285032249622911
ACH-000787,0.0976107966264223,3.9523335663696857,7.7550878625611075,8.829786148858991,5.0574502721839005,2.6758159311722696
ACH-000749,0.137503523749935,4.273515889702116,1.9745293124838816,1.1953475983222193,0.0976107966264223,5.375734538583156
ACH-001328,0.1505596765753814,1.2326607567902748,2.5655971758542253,0.3448284969974411,0.6135316529179271,0.0426443374084937
ACH-001068,0.0840642647884745,0.01435529297707,0.4222330006830478,0.0,0.0,0.0
ACH-000358,0.7907720378619999,5.021035479511363,0.9708536543404837,0.2750070474998698,0.5160151470036647,7.0386995513055854
ACH-001654,0.2387868595871164,0.4750848829487828,5.985500430304885,3.2883585621936606,0.070389327891398,0.4114262457264651
ACH-001521,0.01435529297707,3.3743439890385014,1.91456452349394,0.8953026213333066,1.6780719051126378,0.6415460290875237
ACH-000209,1.4329594072761065,2.5945485495503537,3.471187460386985,5.085764553778313,3.058316495590823,0.2630344058337938
ACH-001520,0.0,0.3334237337251918,0.4436066514756146,0.0,0.01435529297707,0.0
ACH-000213,2.877744249949002,2.3045110418099526,0.1505596765753814,0.0565835283663675,1.9068905956085185,0.2265085298086797
ACH-001610,0.1243281350022017,3.3978029618624896,7.396176618234395,10.127220550488074,4.174725987706133,8.347267017753449
ACH-001408,2.4854268271702407,2.941106310946432,1.4276061727818994,2.8439838440483265,2.4087118610294294,1.1309308698264486
ACH-000991,7.257859234639629,0.2868811477881615,1.8359240742543752,0.903038270112912,0.5360529002402097,0.6040713236688608
ACH-001412,0.1890338243900171,4.3978029618624905,6.408202344852179,3.2690331464552367,0.0976107966264223,0.01435529297707
ACH-000331,0.4114262457264651,2.073820233291672,6.373126157758922,4.181102550753798,3.3895668117627262,4.00539998774259
ACH-001407,0.5058909297299572,4.400537929583728,7.424922088210687,8.398145116504411,0.01435529297707,0.01435529297707
ACH-000580,1.82781902461732,3.326249700837456,4.487357715311548,0.8559896973084807,4.107687869314374,9.030418849962269
ACH-000594,0.7398481026993274,3.7048719644563533,2.361768359419153,0.6415460290875237,0.2016338611696504,4.85598969730848
ACH-000684,0.0840642647884745,0.2141248053528473,8.712974011884572,6.255689555220625,3.969933274697856,2.7048719644563533
ACH-000742,0.3785116232537298,4.446917864866027,8.205060110544645,8.232516863806042,8.226990118437142,6.559185865787734
ACH-000868,0.2986583155645151,0.9927684307689242,1.6415460290875237,1.3561438102252754,0.2868811477881615,6.7539521188781455
ACH-000732,1.0356239097307212,2.5335633482145115,5.047014819517589,0.7398481026993274,6.2650992875147375,0.4114262457264651
ACH-000429,0.3334237337251918,2.4828482830684653,5.456806149230473,2.5704629310260407,4.257010618206024,6.603181229013858
ACH-000310,0.070389327891398,3.7959746942066683,1.9068905956085185,4.386121156814855,2.0840642647884744,4.813524689297811
ACH-000643,0.2141248053528473,3.0053999877425897,4.112700132749362,7.2128611165929035,0.7048719644563528,3.718087583960517
ACH-000234,0.137503523749935,4.3455383100700065,6.676662334857968,5.394376944957055,5.8718436485093175,6.339493737901733
ACH-001498,0.01435529297707,2.587364990936461,5.23342794374847,0.0,0.0,0.0
ACH-000896,0.4222330006830478,1.5945485495503542,6.289834465177509,1.3950627995175775,0.1634987322828795,0.0565835283663675
ACH-000203,0.6135316529179271,5.281698250098829,4.743622676067655,6.49105137636412,4.7655347463629765,5.825276830054866
ACH-001607,0.4436066514756146,0.0976107966264223,3.512226886513957,0.0565835283663675,0.1243281350022017,0.0285691521967709
ACH-001441,0.0426443374084937,3.0789513413948217,1.2986583155645148,3.7516779456875775,3.4737869116143667,0.2630344058337938
ACH-000112,12.563172433701205,3.8042601156347375,0.8718436485093178,0.5945485495503542,1.4005379295837286,4.319039815562536
ACH-000186,0.4222330006830478,3.438292851579147,5.47021145739054,5.179112900678564,1.7570232465074596,6.095080491901416
ACH-000677,0.7048719644563528,0.3448284969974411,7.088841229297099,1.0908534304511135,0.7398481026993274,5.962549022923059
ACH-000055,0.5160151470036647,2.7026575433909112,2.3419857472286156,0.3334237337251918,1.250961573533219,10.171552124811905
ACH-000485,13.056976336178222,0.2141248053528473,0.3561438102252753,0.0426443374084937,0.0426443374084937,0.0840642647884745
ACH-000672,0.7224660244710909,3.2690331464552367,7.0061857999462935,7.408117407991838,2.127633279725874,7.501598374234789
ACH-000287,1.1110313123887443,3.150559676575381,1.6182386555954549,0.1243281350022017,0.0426443374084937,0.2016338611696504
ACH-000784,0.0976107966264223,3.3743439890385014,1.3219280948873624,2.5582676340557358,2.3248106034204836,2.6158870739160567
ACH-000530,0.1890338243900171,5.0522419811811385,5.4168397419128285,6.155223019254283,2.7441610955704103,2.229587922740652
ACH-002024,2.2141248053528475,0.070389327891398,1.7092906357233577,0.0,0.0,3.5084286525318573
ACH-000380,1.3219280948873624,0.070389327891398,1.2690331464552371,0.2016338611696504,0.0285691521967709,0.2016338611696504
ACH-001737,0.0565835283663675,3.7602209464665086,0.6415460290875237,1.560714954474479,2.7070829917717063,0.0426443374084937
ACH-001400,0.0840642647884745,0.4329594072761063,2.724650271732968,0.8399595874895318,1.2141248053528475,0.070389327891398
ACH-001054,0.0,3.451540833017832,2.8579809951275723,0.1890338243900171,0.7570232465074596,6.296273846706718
ACH-000009,3.690417095532466,0.7136958148433591,1.2750070474998698,1.5310694927259538,0.1634987322828795,5.092968509324142
ACH-000491,8.077510060824133,0.1634987322828795,0.7990873060740036,0.3103401206121505,0.5260688116675876,0.4114262457264651
ACH-001703,0.070389327891398,2.7268312170324935,4.40190347160796,0.01435529297707,0.0,0.0
ACH-000002,9.685099172006606,3.859969548221027,1.4594316186372969,1.3673710656485294,0.3561438102252753,1.3785116232537298
ACH-001568,0.4956951626240688,3.465974464504069,0.6135316529179271,1.0703893278913978,0.5945485495503542,1.1826922975161902
ACH-000993,0.0840642647884745,2.985500430304885,6.0952915202117275,5.1566393106920865,7.302319050948834,7.3630834472081474
ACH-001578,0.0565835283663675,3.9439213265534856,4.097610796626422,4.28318097894557,0.7739963251111731,4.0755326311673565
ACH-000877,0.6870606883398922,2.19534759832222,6.111031312388745,0.2141248053528473,0.070389327891398,0.137503523749935
ACH-000711,0.1243281350022017,2.992768430768924,7.532316959332764,7.009996525545229,5.38404980679516,0.0840642647884745
ACH-001515,0.0565835283663675,4.782932704820837,2.19534759832222,0.01435529297707,2.150559676575381,0.1505596765753814
ACH-000702,0.1763227726404629,3.7081872360207093,1.4329594072761065,0.1890338243900171,0.1110313123887439,2.2078928516413328
ACH-001020,0.1243281350022017,3.1009776477248208,4.955591791753994,2.2265085298086795,0.3561438102252753,0.2387868595871164
ACH-000600,0.3673710656485294,3.669026765509632,9.779686528944223,6.167719198601074,5.4715126480455,4.2757520488285286
ACH-000354,8.134683004687558,0.2141248053528473,0.7224660244710909,0.2509615735332188,0.2868811477881615,0.2387868595871164
ACH-000012,2.060047383669939,0.5260688116675876,6.9676297534661975,3.9288440367125683,4.292781749227847,2.469885976274464
ACH-000689,1.6870606883398924,3.1391420191456887,9.119797094546998,9.017253838968935,7.1829901801094005,7.91731240109503
ACH-000459,0.2016338611696504,5.136683577697236,9.023865218975402,7.965091624790789,7.752280281667754,0.6135316529179271
ACH-001413,0.1890338243900171,5.151371776253955,6.0710332444568245,6.788424707439437,4.20633064787105,1.8519988371124465
ACH-000686,6.5906618959652645,0.3448284969974411,4.74416109557041,5.424922088210689,3.07210580048042,6.140369670651528
ACH-000342,2.104336659814736,0.2265085298086797,0.8399595874895318,1.063502942306158,0.3561438102252753,1.1634987322828796
ACH-000208,0.4854268271702416,4.589164236699771,9.128071675205033,9.969674312095457,6.30560578958543,6.952217064973338
ACH-000360,5.751410160064371,0.3219280948873623,0.5655971758542251,0.3895668117627256,0.0976107966264223,0.4956951626240688
