,feature,factor,value,view
1051,AGO3,Factor1,0.00921983111242006,mRNA
1052,F10,Factor1,0.109021018020933,mRNA
1053,CAPNS1,Factor1,0.00361805195349826,mRNA
1054,NR1D1,Factor1,0.00979771082978152,mRNA
1055,RRAS,Factor1,0.147454183603391,mRNA
1056,PRRG2,Factor1,0.375688270327628,mRNA
1057,PRKCG,Factor1,0.0169618122075334,mRNA
1058,TRAP1,Factor1,0.103427803783626,mRNA
1059,ZNF384,Factor1,0.00277825916735603,mRNA
1060,EMG1,Factor1,0.00037008681467915,mRNA
1061,CFP,Factor1,0.0120206959021038,mRNA
1062,SIX1,Factor1,0.545871083035677,mRNA
1063,TRMT5,Factor1,0.00393077635510263,mRNA
1064,AIF1L,Factor1,0.024681549421759,mRNA
1065,PPCS,Factor1,0.0021848967332203,mRNA
1066,EDN2,Factor1,0.0402300522941858,mRNA
1067,DYRK2,Factor1,0.0046161257663175,mRNA
1068,TMEM175,Factor1,0.000634056098073997,mRNA
1069,PIN1,Factor1,0.065453948864543,mRNA
1070,ADGRE2,Factor1,0.30999699211899,mRNA
1071,WFIKKN1,Factor1,0.0124783085536895,mRNA
1072,GNG13,Factor1,0.0479520966795485,mRNA
1073,KDM4B,Factor1,0.0179480274399917,mRNA
1074,HIP1,Factor1,0.0182563458113284,mRNA
1075,PAICS,Factor1,9.34559358329181e-05,mRNA
1076,KDR,Factor1,0.318848872272387,mRNA
1077,POM121L9P,Factor1,0.237628051479547,mRNA
1078,TST_mRNA,Factor1,0.346797918036366,mRNA
1079,DOCK4,Factor1,0.0221151255427698,mRNA
1080,LSM8,Factor1,0.00937881737934222,mRNA
1081,PODXL,Factor1,0.00280955987132174,mRNA
1082,STRIP2,Factor1,0.0483685609998713,mRNA
1083,CALU,Factor1,0.246377285144298,mRNA
1084,LRRC17,Factor1,0.0832777719135634,mRNA
1085,PDE11A,Factor1,0.0583325488042389,mRNA
1086,ORMDL1,Factor1,0.00033343549695963,mRNA
1087,ELL3,Factor1,0.314761688943594,mRNA
1088,ALDH1A2,Factor1,0.00736038154113507,mRNA
1089,MBD4,Factor1,0.00038283990788773,mRNA
1090,KCNC1,Factor1,0.00752821503268456,mRNA
1091,RPAIN,Factor1,0.00602761646685734,mRNA
1092,CCNT1,Factor1,0.004579946103316,mRNA
1093,KRI1,Factor1,0.00294335898077097,mRNA
1094,SLC44A2,Factor1,0.00448212789756975,mRNA
1095,CDKN2D,Factor1,0.17871782962062,mRNA
1096,NGDN,Factor1,0.000713179296964672,mRNA
1097,HEATR5A,Factor1,0.0880262248947144,mRNA
1098,NRL,Factor1,0.00237501496003015,mRNA
1099,EPB41L4A,Factor1,0.109719938309403,mRNA
1100,REEP5,Factor1,0.00261079308449479,mRNA
1101,SEC14L1,Factor1,0.0841048736656874,mRNA
1102,FGF13,Factor1,0.0630248740434154,mRNA
1103,RPS4Y1,Factor1,0.200043443191798,mRNA
1104,CDH15,Factor1,0.0466479780924072,mRNA
1105,KLF16,Factor1,0.00480046148746923,mRNA
1106,CBFA2T3,Factor1,0.00969899199344467,mRNA
1107,PUDP,Factor1,0.000805411535691098,mRNA
1108,NXNL2,Factor1,0.331810641416469,mRNA
1109,NALF2,Factor1,0.155998789395543,mRNA
1110,LDLR,Factor1,0.0080925394383467,mRNA
1111,THEM6,Factor1,0.14992942414703,mRNA
1112,NECTIN2,Factor1,9.13777878289623e-05,mRNA
1113,APOE,Factor1,0.320960327505125,mRNA
1114,APOC1,Factor1,0.0284456533876318,mRNA
1115,ACE2,Factor1,0.19677601087918,mRNA
1116,RPL36,Factor1,0.000807704859856845,mRNA
1117,GTPBP3,Factor1,0.000433680810490051,mRNA
1118,SLC27A1,Factor1,0.0707682712786182,mRNA
1119,ACTN4,Factor1,0.00282548926753204,mRNA
1120,UNC13A,Factor1,0.00219539318631735,mRNA
1121,PXDN,Factor1,0.367343636410461,mRNA
1122,SSBP4,Factor1,0.00866673767108386,mRNA
1123,SULT4A1,Factor1,0.471686898606416,mRNA
1124,ZNF557,Factor1,0.00292172773214623,mRNA
1125,OLFM1,Factor1,0.0326113962208626,mRNA
1126,LSP1,Factor1,0.000823993604376256,mRNA
1127,COL5A1,Factor1,0.715755440185206,mRNA
1128,PNPLA7,Factor1,0.154345933416804,mRNA
1129,PAK4,Factor1,0.00217522466285126,mRNA
1130,OSBPL2,Factor1,0.0850070306489866,mRNA
1131,PRDM12,Factor1,0.0580846371267515,mRNA
1132,POMT1,Factor1,0.00548081849973358,mRNA
1133,CHMP2A,Factor1,0.00362471784198549,mRNA
1134,UBE2M,Factor1,0.0434899056435184,mRNA
1135,YIPF2,Factor1,0.00398446337391603,mRNA
1136,TMEM160,Factor1,0.00982836897763936,mRNA
1137,NPAS1,Factor1,0.224034941855262,mRNA
1138,SMPDL3B,Factor1,0.353825772280488,mRNA
1139,CCDC62,Factor1,0.0622640924365489,mRNA
1140,ZNF317,Factor1,0.00126948131671384,mRNA
1141,PPAN,Factor1,0.00516461944929282,mRNA
1142,PNCK,Factor1,0.0314451443311741,mRNA
1143,DKC1,Factor1,0.0062257782461579,mRNA
1144,SLC35D2,Factor1,0.170908327517466,mRNA
1145,PPIL4,Factor1,0.0087333101054589,mRNA
1146,AKAP12,Factor1,0.0955742245771404,mRNA
1147,EPS8L1,Factor1,0.1804819311281,mRNA
1148,TTLL9,Factor1,0.157708054405889,mRNA
1149,ACSS2,Factor1,0.0177062662153952,mRNA
1150,GFAP,Factor1,0.0092862870781824,mRNA
1151,RAB11FIP4,Factor1,0.304358927693095,mRNA
1152,TRAF3,Factor1,0.00320814285407569,mRNA
1153,RFTN1,Factor1,0.550069451785213,mRNA
1154,RBSN,Factor1,0.107963896448033,mRNA
1155,SLC6A6,Factor1,0.0223658980904276,mRNA
1156,KCNC3,Factor1,0.0366857793394616,mRNA
1157,NR1H2,Factor1,0.116674782880862,mRNA
1158,LRRC4B,Factor1,0.0171895879637899,mRNA
1159,MGAT1,Factor1,0.13172328285849,mRNA
1160,AOC3,Factor1,0.0972473531280173,mRNA
1161,AOC2,Factor1,0.0233297082745637,mRNA
1162,NDUFA2,Factor1,0.00166856140346995,mRNA
1163,PPFIA1,Factor1,0.00105083057310861,mRNA
1164,IL13RA1,Factor1,0.00103823057705871,mRNA
1165,STARD3,Factor1,0.00107501962967117,mRNA
1166,RARA,Factor1,0.00189929707795988,mRNA
1167,CHD1L,Factor1,0.00191367402094904,mRNA
1168,FMO5,Factor1,0.155940970479981,mRNA
1169,PIAS3,Factor1,0.135598762072748,mRNA
1170,RHPN2,Factor1,0.129100608286041,mRNA
1171,ABHD12B,Factor1,0.0924162325370911,mRNA
1172,PODNL1,Factor1,0.00520846720853602,mRNA
1173,RTBDN,Factor1,0.0489761257680827,mRNA
1174,MATN3,Factor1,0.321866557720271,mRNA
1175,LRRC41,Factor1,0.0645404518873203,mRNA
1176,DHX30,Factor1,7.84286425241206e-05,mRNA
1177,RAF1,Factor1,0.101470004964627,mRNA
1178,TRIM22,Factor1,0.0719850681929343,mRNA
1179,PTCD3,Factor1,0.101284792409954,mRNA
1180,SCLY,Factor1,0.0990411651736593,mRNA
1181,PTPRE,Factor1,0.268737686181947,mRNA
1182,MYBBP1A,Factor1,0.00103828098268602,mRNA
1183,SERPINF1,Factor1,0.00340095556109337,mRNA
1184,DDC,Factor1,0.70812293552454,mRNA
1185,GRSF1,Factor1,0.000722867371074729,mRNA
1186,ANKRD17,Factor1,0.00111059214676761,mRNA
1187,UTP3,Factor1,0.000155920304668567,mRNA
1188,EIF5A,Factor1,0.00118736153630673,mRNA
1189,GPS2,Factor1,0.000367146924402688,mRNA
1190,VPS13B,Factor1,0.0725395393475769,mRNA
1191,MATN2,Factor1,0.274456296122071,mRNA
1192,SDF2,Factor1,0.000292461231488188,mRNA
1193,FLOT2,Factor1,0.00753485976027799,mRNA
1194,NIP7,Factor1,0.00442701767286215,mRNA
1195,TERF2,Factor1,0.0439260310238629,mRNA
1196,PCED1A,Factor1,0.00259006956494606,mRNA
1197,SNAP25,Factor1,0.369580227522673,mRNA
1198,BTBD3,Factor1,0.00543124829144191,mRNA
1199,PTPRA,Factor1,0.00574755583884613,mRNA
1200,DAP3,Factor1,0.00786404600659948,mRNA
1201,IGHMBP2,Factor1,0.00399629135543327,mRNA
1202,ALDH3B2,Factor1,0.137955938272409,mRNA
1203,MMACHC,Factor1,0.00800249611405066,mRNA
1204,DPH2,Factor1,0.00665012172394566,mRNA
1205,TOE1,Factor1,0.0137506760911289,mRNA
1206,NASP,Factor1,0.0142601815895798,mRNA
1207,MUTYH,Factor1,0.0186910442245758,mRNA
1208,ZSWIM3,Factor1,0.0232224997837308,mRNA
1209,RBM38,Factor1,0.00215855703994528,mRNA
1210,SERINC3,Factor1,0.00271948517325701,mRNA
1211,PPP1R3D,Factor1,0.0603782882730161,mRNA
1212,DMGDH,Factor1,0.030799924322445,mRNA
1213,ZBED3,Factor1,0.0654952409395251,mRNA
1214,SCO1,Factor1,0.0263184110627006,mRNA
1215,LGR6,Factor1,0.526978436686305,mRNA
1216,COG6,Factor1,0.000967404433079786,mRNA
1217,POSTN,Factor1,0.587081379861015,mRNA
1218,TPT1,Factor1,0.0301806428979168,mRNA
1219,STARD13,Factor1,0.031552885965948,mRNA
1220,SRRM1,Factor1,0.048482880102538,mRNA
1221,PRAM1,Factor1,0.000126745558789445,mRNA
1222,WDR74,Factor1,0.0123796631307558,mRNA
1223,PLAAT4,Factor1,0.00259032855068294,mRNA
1224,PDZD2,Factor1,0.251195518597461,mRNA
1225,LARGE1,Factor1,0.0577640222984599,mRNA
1226,ZDHHC8P1,Factor1,0.134005812632441,mRNA
1227,ACTR3B,Factor1,0.0510525884830835,mRNA
1228,C12orf29,Factor1,0.00619510997869356,mRNA
1229,ATP13A3,Factor1,0.000292175289997606,mRNA
1230,SPINK5,Factor1,0.19308587239785,mRNA
1231,CCDC59,Factor1,0.000515383035043096,mRNA
1232,MICAL2,Factor1,0.0431527726855988,mRNA
1233,TEX15,Factor1,0.391062675650265,mRNA
1234,UNC79,Factor1,0.188917593715356,mRNA
1235,LOXL2,Factor1,0.884224948751474,mRNA
1236,ELP3,Factor1,0.00987921359264883,mRNA
1237,MBD2,Factor1,0.00126333659412398,mRNA
1238,CDK7,Factor1,0.00156963555208937,mRNA
1239,PRPF38B,Factor1,0.0298883307033897,mRNA
1240,PTPN22,Factor1,0.0382475947279297,mRNA
1241,SORT1,Factor1,0.0202015928809494,mRNA
1242,PTGFRN,Factor1,0.0321418321750759,mRNA
1243,VTCN1,Factor1,0.0326407634512527,mRNA
1244,GRHL1,Factor1,0.300374885888697,mRNA
1245,RPS15A,Factor1,0.0115060595951376,mRNA
1246,TMEM241,Factor1,0.00341670559189733,mRNA
1247,EMP1,Factor1,0.129912461017393,mRNA
1248,SPX,Factor1,0.413426963204608,mRNA
1249,PUM1,Factor1,0.00584255355351004,mRNA
1250,GNL2,Factor1,0.0385048955449948,mRNA
1251,PRPF38A,Factor1,0.000576527852283674,mRNA
1252,TCN1,Factor1,0.22802067483387,mRNA
1253,SLC37A2,Factor1,0.0620713310485364,mRNA
1254,TMED7,Factor1,0.0286718032723592,mRNA
1255,P2RX4,Factor1,0.00649178736212415,mRNA
1256,ANKRD6,Factor1,0.352118355039704,mRNA
1257,SNX14,Factor1,0.00111450465555195,mRNA
1258,MRAP2,Factor1,0.0730514841959239,mRNA
1259,PRR5L,Factor1,0.00449874225614175,mRNA
1260,NAT10,Factor1,0.0592943409630646,mRNA
1261,CAPRIN1,Factor1,0.000615533805290001,mRNA
1262,CD63,Factor1,0.000583957460005512,mRNA
1263,PRPH,Factor1,0.0299755173030958,mRNA
1264,TSPAN31,Factor1,0.0312954127951697,mRNA
1265,HNRNPA1,Factor1,0.00543270787138916,mRNA
1266,OS9,Factor1,0.000939475319374117,mRNA
1267,KCNH3,Factor1,0.112587872816149,mRNA
1268,LTV1,Factor1,0.000630389872397559,mRNA
1269,CD164,Factor1,0.0268151314782821,mRNA
1270,PKIB,Factor1,0.19042146748889,mRNA
1271,MICAL1,Factor1,0.00036390914689696,mRNA
1272,PRADC1,Factor1,0.00214122509492342,mRNA
1273,DYSF,Factor1,0.351385839976209,mRNA
1274,USP15_mRNA,Factor1,0.000204150124235836,mRNA
1275,GNS,Factor1,0.113464804211116,mRNA
1276,KIAA0513,Factor1,0.278669510458914,mRNA
1277,AGT,Factor1,0.00088849395129831,mRNA
1278,URB2,Factor1,0.0139346832593124,mRNA
1279,CAPN9,Factor1,0.475827554221282,mRNA
1280,HTR2B,Factor1,0.0426543383006505,mRNA
1281,SLC19A3,Factor1,0.00701482998822525,mRNA
1282,CYP27A1,Factor1,0.0411187254617764,mRNA
1283,ARMC9,Factor1,0.0818529458388024,mRNA
1284,EDAR,Factor1,0.452756842536423,mRNA
1285,ISCU,Factor1,0.0135130899813366,mRNA
1286,USP44,Factor1,0.196312400985847,mRNA
1287,VILL,Factor1,0.306766909604002,mRNA
1288,EDNRB,Factor1,0.147994711599385,mRNA
1289,NUP42,Factor1,0.0209762902047383,mRNA
1290,DDX56,Factor1,0.00699474719521287,mRNA
1291,CALCOCO2,Factor1,0.00064778087613654,mRNA
1292,VEZF1,Factor1,0.000924318701082311,mRNA
1293,TEX2,Factor1,0.000508249289081949,mRNA
1294,BRIP1,Factor1,0.000817684866319932,mRNA
1295,ACTL6A,Factor1,0.00471462715367306,mRNA
1296,EPRS1,Factor1,0.0113895054350635,mRNA
1297,KCTD3,Factor1,0.00681407626194312,mRNA
1298,IL1RN,Factor1,0.409457522264698,mRNA
1299,TOR1B,Factor1,0.0369763534815858,mRNA
1300,RALGPS1,Factor1,0.23250135240731,mRNA
1301,ST6GALNAC4,Factor1,0.0106094488177163,mRNA
1302,SLC31A1,Factor1,0.00197682607297236,mRNA
1303,USP20,Factor1,0.000628045209685437,mRNA
1304,KIF12,Factor1,0.361659266031844,mRNA
1305,RABEPK,Factor1,0.000460178296508842,mRNA
1306,GOLGA1,Factor1,0.000474686968575966,mRNA
1307,CTSV,Factor1,0.00985389013972311,mRNA
1308,LMX1B,Factor1,0.101098906836311,mRNA
1309,ENPP2,Factor1,0.448325603994647,mRNA
1310,DERL1,Factor1,0.0457367614658422,mRNA
1311,MYC,Factor1,0.134030914477148,mRNA
1312,APTX,Factor1,0.0273635691657027,mRNA
1313,DCTN3,Factor1,0.00672743274095597,mRNA
1314,IGFBPL1,Factor1,0.42187373768666,mRNA
1315,RPS6,Factor1,0.0537098343581307,mRNA
1316,KLC4,Factor1,0.0260060697486094,mRNA
1317,KIAA0319,Factor1,0.0996802554121145,mRNA
1318,SLC22A23,Factor1,0.065992225899359,mRNA
1319,TUBB2A,Factor1,0.362485437473178,mRNA
1320,RIPK1,Factor1,0.00792780533640792,mRNA
1321,TCF19,Factor1,0.0261717726783434,mRNA
1322,TPMT,Factor1,6.04329291999334e-05,mRNA
1323,RNF144B,Factor1,0.00222930235995583,mRNA
1324,VARS2,Factor1,0.0169737579154608,mRNA
1325,FGFBP1,Factor1,0.315220467263754,mRNA
1326,MYO7A,Factor1,0.00585189969275846,mRNA
1327,SYTL2,Factor1,0.0433998973121089,mRNA
1328,LRRC32,Factor1,0.427722092980546,mRNA
1329,PI15,Factor1,0.169971213065149,mRNA
1330,GGH,Factor1,7.58024837536063e-05,mRNA
1331,SULF1,Factor1,0.503266507485775,mRNA
1332,TGS1,Factor1,0.00252128228564927,mRNA
1333,DCUN1D5,Factor1,0.0144828233496722,mRNA
1334,FXYD6,Factor1,0.0272281195127216,mRNA
1335,MMP13,Factor1,0.0213127236976633,mRNA
1336,TMPRSS13,Factor1,0.372016223332861,mRNA
1337,THBS1,Factor1,0.348256640164745,mRNA
1338,ITGA11,Factor1,0.495475124486195,mRNA
1339,RPLP1,Factor1,0.00835787460590988,mRNA
1340,LRRC49,Factor1,0.028344454076102,mRNA
1341,SMAD6,Factor1,0.00113777466543444,mRNA
1342,STRA6,Factor1,0.0257595717643169,mRNA
1343,GTF2B,Factor1,0.00168474310359951,mRNA
1344,RABGGTB,Factor1,0.00034416866521301,mRNA
1345,HADHB,Factor1,0.000948423837456563,mRNA
1346,PNPT1_mRNA,Factor1,0.0265025012370662,mRNA
1347,CYP1B1,Factor1,0.248543745617677,mRNA
1348,RAB1A,Factor1,0.00193816921761096,mRNA
1349,SLC3A1,Factor1,0.397499926036303,mRNA
1350,EMILIN1,Factor1,0.181689797069679,mRNA
1351,LRPPRC,Factor1,0.0108489515965272,mRNA
1352,MFSD13A,Factor1,0.149229927939994,mRNA
1353,STAMBPL1,Factor1,0.350846688391934,mRNA
1354,RBP4,Factor1,0.0549398293422288,mRNA
1355,GPR87,Factor1,0.0512924151543579,mRNA
1356,RPS24,Factor1,0.00250663415950522,mRNA
1357,FASTKD1,Factor1,0.00998282696708686,mRNA
1358,MDH1B,Factor1,0.205964228854936,mRNA
1359,ITPRID2,Factor1,0.132335988114528,mRNA
1360,WDR12,Factor1,0.0016461879560726,mRNA
1361,SLC40A1,Factor1,0.377387781492808,mRNA
1362,COX17,Factor1,0.0414510409909035,mRNA
1363,SPPL2A,Factor1,0.0023868718040753,mRNA
1364,INTS14,Factor1,0.0322303554770792,mRNA
1365,HNRNPD,Factor1,0.000849271972055454,mRNA
1366,GPAT3,Factor1,0.0208923129691266,mRNA
1367,PDE5A,Factor1,0.020951477724607,mRNA
1368,CCNG2,Factor1,0.0264616690932649,mRNA
1369,EGF,Factor1,0.0348672111974962,mRNA
1370,PAPSS1,Factor1,0.0154908177751061,mRNA
1371,MTTP,Factor1,0.00300274232849583,mRNA
1372,RNF185,Factor1,0.0910179070728525,mRNA
1373,ETV6,Factor1,0.0151378945965267,mRNA
1374,GABARAPL1,Factor1,0.117413645349982,mRNA
1375,CPNE8,Factor1,0.208785009961224,mRNA
1376,YARS2,Factor1,0.00466201848237433,mRNA
1377,AEBP2,Factor1,0.000985767851423031,mRNA
1378,ETNK1,Factor1,0.119143678942212,mRNA
1379,NDUFA9,Factor1,0.0198844059908773,mRNA
1380,KLRG1,Factor1,0.00591334655292822,mRNA
1381,PEX5,Factor1,0.00335881349769954,mRNA
1382,PIANP,Factor1,0.358187170495163,mRNA
1383,AMIGO2,Factor1,0.0845467396985751,mRNA
1384,RPL14P1,Factor1,0.00232880149380115,mRNA
1385,INHBE,Factor1,0.208579066657104,mRNA
1386,LGR5,Factor1,0.372441460103544,mRNA
1387,LUM,Factor1,0.156928073620497,mRNA
1388,SNRPF,Factor1,0.0213499381015437,mRNA
1389,AMDHD1,Factor1,0.0353363480804135,mRNA
1390,MMAB,Factor1,0.112549524617694,mRNA
1391,NUP58,Factor1,0.00189044603538614,mRNA
1392,SLC46A3,Factor1,0.0769107458926136,mRNA
1393,ACVRL1,Factor1,0.107648935387946,mRNA
1394,N4BP2L1,Factor1,0.0286776194779446,mRNA
1395,CSAD,Factor1,0.0229917023926804,mRNA
1396,LPAR6,Factor1,0.157883073072774,mRNA
1397,RHOF,Factor1,0.12885130003208,mRNA
1398,DIAPH3,Factor1,0.00965308794567139,mRNA
1399,GRTP1,Factor1,0.367302252763872,mRNA
1400,TTC6,Factor1,0.100453978944307,mRNA
1401,SYT16,Factor1,0.449377655596421,mRNA
1402,RDH12,Factor1,0.0308843170906722,mRNA
1403,SLC27A2,Factor1,0.672328103676318,mRNA
1404,NCOA2,Factor1,0.000682252597082753,mRNA
1405,TPM1,Factor1,0.282249956614073,mRNA
1406,CELF6,Factor1,0.0155617697678416,mRNA
1407,SCAMP2,Factor1,0.0264249930347875,mRNA
1408,TGFB1I1,Factor1,0.205197242342142,mRNA
1409,NKD1,Factor1,0.426607348680712,mRNA
1410,TXNL4B,Factor1,0.0815287692187422,mRNA
1411,ZFHX3,Factor1,0.00532606892452409,mRNA
1412,MBTPS1,Factor1,0.0511976869517059,mRNA
1413,RPL3L,Factor1,0.00730065854049318,mRNA
1414,RPS2,Factor1,0.00188550662561114,mRNA
1415,GALNS,Factor1,0.0660570498840558,mRNA
1416,UTP4,Factor1,0.00544522031856384,mRNA
1417,CTRL,Factor1,0.00451320841655,mRNA
1418,NOB1,Factor1,0.0813998301181968,mRNA
1419,TOB1,Factor1,0.144897469400835,mRNA
1420,ARSG,Factor1,0.0146017594309877,mRNA
1421,BCAS3,Factor1,0.015257843766142,mRNA
1422,SLC39A6,Factor1,0.0825620036375989,mRNA
1423,PELP1,Factor1,0.00577776915332178,mRNA
1424,SLC16A3,Factor1,0.00702623175623859,mRNA
1425,CARD14,Factor1,0.159399320452918,mRNA
1426,TTYH2,Factor1,0.00959664740161382,mRNA
1427,EIF4A3,Factor1,0.000383993048508244,mRNA
1428,RPTOR,Factor1,0.00278974295534837,mRNA
1429,CBX8,Factor1,0.0936304787486443,mRNA
1430,MBD1,Factor1,0.00417866879351494,mRNA
1431,FBXO15,Factor1,0.131757293496018,mRNA
1432,ERBB2,Factor1,0.0276707670695058,mRNA
1433,GRB7,Factor1,0.522800982082594,mRNA
1434,MIEN1,Factor1,0.00976864701138985,mRNA
1435,IGFBP4,Factor1,0.0275941509022971,mRNA
1436,CACNA1A,Factor1,0.284384056472408,mRNA
1437,SAMD1,Factor1,0.0221264631568109,mRNA
1438,PFKL,Factor1,0.00224253696143751,mRNA
1439,FEM1A,Factor1,0.00178899982583158,mRNA
1440,DUS3L,Factor1,0.00440330923048793,mRNA
1441,SIRT3,Factor1,0.00851667572907497,mRNA
1442,COL6A1,Factor1,0.388563223755835,mRNA
1443,COL6A2,Factor1,0.818726349871438,mRNA
1444,SIK1,Factor1,0.0171084909265055,mRNA
1445,APP,Factor1,0.0167101399640592,mRNA
1446,DOP1B,Factor1,0.0011312910006713,mRNA
1447,LMTK3,Factor1,0.0467619603672282,mRNA
1448,MYO1F,Factor1,0.0168380832679375,mRNA
1449,ERVK3.1,Factor1,0.000310975926512558,mRNA
1450,ZNF787,Factor1,0.0109695697660846,mRNA
1451,EVI5L,Factor1,0.0771842600380012,mRNA
1452,NOSIP,Factor1,0.0176918987526063,mRNA
1453,MMEL1,Factor1,0.334478428741591,mRNA
1454,FHAD1,Factor1,0.0138139666909457,mRNA
1455,PGD,Factor1,0.0192657770222112,mRNA
1456,RPL11,Factor1,0.00267231120887907,mRNA
1457,C1orf216,Factor1,0.0849384613512401,mRNA
1458,MAP3K6,Factor1,0.172872730353882,mRNA
1459,WDTC1,Factor1,0.0289378703367653,mRNA
1460,HSPG2,Factor1,0.0266516814623051,mRNA
1461,SERBP1_mRNA,Factor1,0.00154350417370157,mRNA
1462,CCN1,Factor1,0.736923030258174,mRNA
1463,PRKACB_mRNA,Factor1,0.0278700840703789,mRNA
1464,RPS8,Factor1,0.00243657651332584,mRNA
1465,CYP4B1,Factor1,0.0395010719399528,mRNA
1466,IGSF3,Factor1,0.0431409126630903,mRNA
1467,ZNF697,Factor1,0.0180287632944706,mRNA
1468,C1orf162,Factor1,0.000801964610250198,mRNA
1469,CELSR2,Factor1,0.00566393453701395,mRNA
1470,ITGA10,Factor1,0.172862975848045,mRNA
1471,PFDN2,Factor1,0.00610691005927564,mRNA
1472,PRCC,Factor1,0.000346702561608239,mRNA
1473,CRABP2,Factor1,0.0283451253252016,mRNA
1474,HMCN1,Factor1,0.602896387352079,mRNA
1475,RORC,Factor1,0.422876840410491,mRNA
1476,TUFT1,Factor1,0.00674184868315412,mRNA
1477,ECM1,Factor1,0.00502126539106834,mRNA
1478,SNX27,Factor1,0.000854513572622333,mRNA
1479,RFX5,Factor1,0.0045781931502031,mRNA
1480,PIP5K1A,Factor1,0.153405830677954,mRNA
1481,ANP32E,Factor1,0.0116607223500248,mRNA
1482,MINDY1,Factor1,0.0975709061258681,mRNA
1483,ANXA9,Factor1,0.447482710027893,mRNA
1484,DTL,Factor1,0.000435570644178993,mRNA
1485,TAF1A,Factor1,0.000492813591151935,mRNA
1486,CREB3L4,Factor1,0.137839490942544,mRNA
1487,GATAD2B,Factor1,0.00527040012756623,mRNA
1488,INTS3,Factor1,0.00275454529626566,mRNA
1489,FLG,Factor1,0.00605066122271482,mRNA
1490,SDE2,Factor1,0.00710940365126425,mRNA
1491,CDC42BPA,Factor1,0.00116961604591334,mRNA
1492,PYCR2,Factor1,0.00223132447799464,mRNA
1493,ETNK2,Factor1,0.351642809428507,mRNA
1494,RHOB,Factor1,0.0277289328535781,mRNA
1495,CHAC2,Factor1,0.0383473606120428,mRNA
1496,RPS27A,Factor1,0.0110495480399477,mRNA
1497,CIAO1,Factor1,0.00326534839551839,mRNA
1498,SFXN5,Factor1,0.00922096199225057,mRNA
1499,RALB,Factor1,0.0220113680257587,mRNA
1500,SLC20A1,Factor1,0.0177156243518209,mRNA
1501,SNRPA1P1,Factor1,0.00305045312559094,mRNA
1502,GPR17,Factor1,0.164184525328012,mRNA
1503,GALNT13,Factor1,0.3377720894256,mRNA
1504,PKP4,Factor1,0.0106531726989326,mRNA
1505,ZNF385B,Factor1,0.0544215100586433,mRNA
1506,DLX1,Factor1,0.527224820818651,mRNA
1507,FAM171B,Factor1,0.134814768616501,mRNA
1508,HSPD1,Factor1,0.111420855240916,mRNA
1509,ABCA12,Factor1,0.155226170354211,mRNA
1510,SUMF1,Factor1,0.0121171101302696,mRNA
1511,TRPM8,Factor1,0.0161729432047582,mRNA
1512,CNOT9,Factor1,0.00168912602144897,mRNA
1513,ACKR2,Factor1,0.00970806775984078,mRNA
1514,SLC25A38,Factor1,0.014498280439987,mRNA
1515,LRIG1,Factor1,0.0128455162702007,mRNA
1516,MYH15,Factor1,0.0208722539681721,mRNA
1517,RABL3,Factor1,0.00283209038050232,mRNA
1518,ADPRH,Factor1,0.00532947376277573,mRNA
1519,MED12L,Factor1,0.344156549161861,mRNA
1520,OSBPL11,Factor1,0.105841313639659,mRNA
1521,LPP,Factor1,0.0325553641138741,mRNA
1522,TMEM44,Factor1,0.00106417055710033,mRNA
1523,RUBCN,Factor1,0.00204325100295186,mRNA
1524,DCAF1,Factor1,0.00516333604242727,mRNA
1525,EIF2B5,Factor1,0.0717513728815662,mRNA
1526,FIP1L1,Factor1,0.0212361896191524,mRNA
1527,LYAR,Factor1,0.021152323872983,mRNA
1528,SNCA,Factor1,0.186218099027082,mRNA
1529,PYURF,Factor1,0.00668141162726383,mRNA
1530,USP53,Factor1,0.0388627174408728,mRNA
1531,NAF1,Factor1,0.00134153512817698,mRNA
1532,RPS3A,Factor1,0.00653074915147236,mRNA
1533,NKD2,Factor1,0.504427220454325,mRNA
1534,OTULINL,Factor1,0.271421008995375,mRNA
1535,RPL37,Factor1,0.00215419790404914,mRNA
1536,PLK2,Factor1,0.211721347965091,mRNA
1537,PIK3R1,Factor1,0.0455153861738228,mRNA
1538,BDP1,Factor1,0.000466615542201027,mRNA
1539,GTF2H2,Factor1,0.0583466186728817,mRNA
1540,BTF3,Factor1,0.0108652947821454,mRNA
1541,N4BP3,Factor1,0.0452024024117785,mRNA
1542,RMND5B,Factor1,0.00428260769763752,mRNA
1543,TENM2,Factor1,0.409785424686045,mRNA
1544,TBC1D7,Factor1,0.0147972742483655,mRNA
1545,GFOD1,Factor1,0.0039953746422229,mRNA
1546,CDKAL1,Factor1,0.00630297105384502,mRNA
1547,DCDC2,Factor1,0.00714146760314328,mRNA
1548,RNF44,Factor1,0.0336551753861534,mRNA
1549,SCUBE3,Factor1,0.363719352350087,mRNA
1550,RPL7L1,Factor1,0.00345378600156182,mRNA
1551,NFKBIE,Factor1,0.0218080791887523,mRNA
1552,RARS2,Factor1,0.00498909147412616,mRNA
1553,TIAM2,Factor1,0.101248608611609,mRNA
1554,ZMYM4,Factor1,0.0889195181251282,mRNA
1555,ARMT1,Factor1,0.00783275982099886,mRNA
1556,SSC4D,Factor1,0.142080093934662,mRNA
