,feature,factor,value,view
526,CD276,Factor1,0.0966304341892432,mRNA
527,ATP8B4,Factor1,0.258104940151675,mRNA
528,SGK3,Factor1,0.00583944915146883,mRNA
529,TRIM35,Factor1,0.000532570853781828,mRNA
530,EYA1,Factor1,0.0447910955127266,mRNA
531,CPQ,Factor1,0.527583268930504,mRNA
532,DECR1,Factor1,0.00827071577472986,mRNA
533,STK3,Factor1,0.108537900759322,mRNA
534,RAB2A,Factor1,0.0527345276466564,mRNA
535,EMC2,Factor1,0.0179760173528779,mRNA
536,ZC2HC1A,Factor1,0.328161015900334,mRNA
537,ARMC1,Factor1,0.039212450740474,mRNA
538,TRPS1,Factor1,0.463703380479296,mRNA
539,NCALD,Factor1,0.00599150725954545,mRNA
540,SNX16,Factor1,0.0890763237228024,mRNA
541,INTS10,Factor1,0.00571870389815481,mRNA
542,DCTN6,Factor1,0.00033371882488571,mRNA
543,GSR,Factor1,0.0111239133121897,mRNA
544,NUCB1,Factor1,0.0800704044805021,mRNA
545,MAP4K1,Factor1,0.038578482439128,mRNA
546,CLPTM1,Factor1,0.00631020900579484,mRNA
547,LIN7B,Factor1,0.123447936219259,mRNA
548,PPP1R37,Factor1,0.00371371873164697,mRNA
549,FCGRT,Factor1,0.112841132043464,mRNA
550,PPP1R13L,Factor1,0.00327869556458173,mRNA
551,ERCC2,Factor1,0.137149838379175,mRNA
552,RNASEH2A,Factor1,0.0889075759742595,mRNA
553,KLC3,Factor1,0.0885675727167839,mRNA
554,SF3A2,Factor1,0.0133446860575527,mRNA
555,TRMT1,Factor1,0.00398317135104939,mRNA
556,DMPK,Factor1,0.00646426890129722,mRNA
557,TBC1D17,Factor1,0.00760450331397514,mRNA
558,SGTA,Factor1,0.000635718690879058,mRNA
559,TIMM44,Factor1,0.00453823514246284,mRNA
560,CCDC61,Factor1,0.000328387483428925,mRNA
561,IL27RA,Factor1,0.0342567108050609,mRNA
562,VRK3,Factor1,0.0200180841413674,mRNA
563,ILVBL,Factor1,0.00232843729378998,mRNA
564,POP4,Factor1,0.00365395790565903,mRNA
565,AKT2,Factor1,0.00167299738339427,mRNA
566,TBCB,Factor1,0.115274342088407,mRNA
567,CCDC9,Factor1,0.0172073255821324,mRNA
568,CD79A,Factor1,0.0283091873513992,mRNA
569,ETFB,Factor1,0.125166337544634,mRNA
570,NAPA,Factor1,0.00370818196062477,mRNA
571,RABAC1,Factor1,0.153504894642977,mRNA
572,CNFN,Factor1,0.00892201060606698,mRNA
573,CYTH2,Factor1,0.000999592277602182,mRNA
574,CLEC11A,Factor1,0.05083760417548,mRNA
575,CARD8,Factor1,0.0293126758854533,mRNA
576,RAB3D,Factor1,0.00614040662239564,mRNA
577,CAPS,Factor1,0.025837575657876,mRNA
578,PLPPR2,Factor1,0.317096907951915,mRNA
579,RASIP1,Factor1,0.0317050703026017,mRNA
580,LENG1,Factor1,0.00630163929253985,mRNA
581,TFPT,Factor1,0.159489864608411,mRNA
582,RPL18A,Factor1,0.000416335865644587,mRNA
583,ARRDC2,Factor1,0.0883847988987151,mRNA
584,PDE4C,Factor1,0.0283650012118197,mRNA
585,UPK1A,Factor1,0.0177120764685216,mRNA
586,LSR,Factor1,0.386431263790056,mRNA
587,SCN1B,Factor1,0.269012472229807,mRNA
588,ATP13A1,Factor1,0.000949337401428822,mRNA
589,GRIK5,Factor1,0.0172003266668685,mRNA
590,SIPA1L3,Factor1,0.00715864497791686,mRNA
591,CADM4,Factor1,0.000272992957278091,mRNA
592,RUNDC3B,Factor1,0.00629983947567654,mRNA
593,DNAJC2,Factor1,0.0172005876755627,mRNA
594,TFPI2,Factor1,0.440340341085841,mRNA
595,DNAH11,Factor1,0.0559957934583732,mRNA
596,DLX5,Factor1,0.490605284663005,mRNA
597,PTN,Factor1,0.580494384822006,mRNA
598,ATP6V0A4,Factor1,0.00967789992507216,mRNA
599,CPED1,Factor1,0.199031063296738,mRNA
600,HIBADH,Factor1,0.0024126398542353,mRNA
601,HSPB1,Factor1,0.203614496898965,mRNA
602,PTCD1,Factor1,0.0606205939229562,mRNA
603,PTPRZ1,Factor1,0.158767884167409,mRNA
604,TFR2,Factor1,0.0118307919366399,mRNA
605,RBM28,Factor1,0.000543111563166904,mRNA
606,SERPINE1,Factor1,0.598445149092633,mRNA
607,GLCCI1,Factor1,0.00809641208486821,mRNA
608,MEST,Factor1,0.0155640456403597,mRNA
609,TSPAN13,Factor1,0.223561807565469,mRNA
610,RARRES2,Factor1,0.118595823353648,mRNA
611,PRKAG2,Factor1,0.00440932727868104,mRNA
612,CLIP2,Factor1,0.020120520378493,mRNA
613,CNTNAP3,Factor1,0.398951330965312,mRNA
614,PRUNE2,Factor1,0.0758175775235443,mRNA
615,MEGF9,Factor1,0.0153882619372886,mRNA
616,C5,Factor1,0.0287735981983289,mRNA
617,RLN2,Factor1,0.109798466777556,mRNA
618,DOCK8,Factor1,0.0628867341905261,mRNA
619,APBA1,Factor1,0.0328622119749096,mRNA
620,GATA3,Factor1,0.0203129848832346,mRNA
621,EIF3A_mRNA,Factor1,0.00055420614915669,mRNA
622,CUBN,Factor1,0.191843598802922,mRNA
623,ACTA2,Factor1,0.572698804774063,mRNA
624,TWNK,Factor1,0.0918857533828781,mRNA
625,NPM3,Factor1,0.00419963494503221,mRNA
626,LHPP,Factor1,0.00185520141087559,mRNA
627,MTPAP,Factor1,0.00102183642217198,mRNA
628,EBF3,Factor1,0.323952624513178,mRNA
629,PBLD,Factor1,0.0129245181527659,mRNA
630,KRT23,Factor1,0.376722732020249,mRNA
631,GIT1,Factor1,0.00451485115562539,mRNA
632,FBXL20,Factor1,0.00634428507847218,mRNA
633,RGS9,Factor1,0.0351889927024976,mRNA
634,TRIM37,Factor1,0.0565488370759405,mRNA
635,TUBD1,Factor1,0.00200738271046684,mRNA
636,KPNB1,Factor1,0.00139232329822973,mRNA
637,RPS6KB1,Factor1,2.98110837363527e-05,mRNA
638,TRIM16L,Factor1,0.053453168925755,mRNA
639,ENO3,Factor1,0.0106915406353431,mRNA
640,RASD1,Factor1,0.0115174842516547,mRNA
641,NUP88,Factor1,0.0131735536267549,mRNA
642,C1QBP,Factor1,0.0168405613842108,mRNA
643,SLC6A4,Factor1,0.208124469723968,mRNA
644,CPD,Factor1,0.000853057950168796,mRNA
645,DLX4,Factor1,0.00261367754129146,mRNA
646,COL1A1,Factor1,0.671779237947261,mRNA
647,MMD,Factor1,0.0324863190302197,mRNA
648,SLC9A3R1,Factor1,0.221429772675842,mRNA
649,MYH3,Factor1,0.00237995857850237,mRNA
650,NAT9,Factor1,0.00574268903918298,mRNA
651,TMEM33,Factor1,0.0285242141430954,mRNA
652,USP46,Factor1,0.0089267081911782,mRNA
653,NMU,Factor1,0.0615169905478827,mRNA
654,NFKB1,Factor1,0.00199511848471651,mRNA
655,AREG,Factor1,0.664850152475294,mRNA
656,TBC1D9,Factor1,0.304336599031271,mRNA
657,GAB1,Factor1,0.0180956578586858,mRNA
658,KLHL2,Factor1,0.00181149391981767,mRNA
659,RPL34,Factor1,0.00997482485263371,mRNA
660,GRPEL1,Factor1,0.00466565499006098,mRNA
661,GAR1,Factor1,0.000733919304552551,mRNA
662,FRG1,Factor1,0.000875250492665301,mRNA
663,AADAT,Factor1,0.0204047711757676,mRNA
664,CPZ,Factor1,0.256147582885464,mRNA
665,FBXW7,Factor1,0.00510861568771654,mRNA
666,NEIL3,Factor1,0.00347416455646899,mRNA
667,STIM2,Factor1,0.00669349322958042,mRNA
668,BST1,Factor1,0.138393911630499,mRNA
669,ZPR1,Factor1,0.00349766525838516,mRNA
670,SC5D,Factor1,0.00828442917962929,mRNA
671,B3GAT1,Factor1,0.205221074148085,mRNA
672,LPXN,Factor1,0.0313794919241653,mRNA
673,CCDC86,Factor1,0.000959687680458101,mRNA
674,HPX,Factor1,0.00221510983056133,mRNA
675,TRIM3,Factor1,0.00466328314445964,mRNA
676,ARHGEF17,Factor1,0.292799804579257,mRNA
677,UPK2,Factor1,0.0397591960396707,mRNA
678,PDHX,Factor1,0.00367196087585512,mRNA
679,RPS13,Factor1,0.00884399462152059,mRNA
680,NUP98,Factor1,6.9622717123473e-05,mRNA
681,POU2AF1,Factor1,0.15198968624498,mRNA
682,PPFIBP1,Factor1,0.00650763425131755,mRNA
683,TSPAN11,Factor1,0.106268482865219,mRNA
684,KCTD10,Factor1,0.00289799065733503,mRNA
685,SLC11A2,Factor1,0.106713012439124,mRNA
686,MVK,Factor1,0.00106881549677223,mRNA
687,CYP27B1,Factor1,0.00328516252408095,mRNA
688,LIN7A,Factor1,0.0103505042627668,mRNA
689,ACSS3,Factor1,0.158667355923631,mRNA
690,TNS2,Factor1,0.0106150443024644,mRNA
691,GLI1,Factor1,0.209846649497592,mRNA
692,METAP2,Factor1,0.000550125421256077,mRNA
693,LTA4H,Factor1,0.0172372395062755,mRNA
694,ELK3,Factor1,0.151878041231781,mRNA
695,SLC6A12,Factor1,0.00563227147965395,mRNA
696,MAGOHB,Factor1,0.00149469137059066,mRNA
697,ITFG2,Factor1,0.0533051570410303,mRNA
698,FOXM1,Factor1,0.0412210190881674,mRNA
699,AKAP3,Factor1,0.00359075819752818,mRNA
700,MANSC1,Factor1,0.323604769099142,mRNA
701,NAA25,Factor1,0.00213539956543267,mRNA
702,DDX55,Factor1,0.0179833850877685,mRNA
703,RAB5B,Factor1,0.000665882361199628,mRNA
704,KRR1,Factor1,0.0790688806796331,mRNA
705,MRPL51,Factor1,0.00309586078238586,mRNA
706,GAPDH,Factor1,0.0318772370517081,mRNA
707,NOP2,Factor1,0.00778722140755808,mRNA
708,CHD4,Factor1,0.000374890697699876,mRNA
709,ACRBP,Factor1,0.179321212033027,mRNA
710,COPS7A,Factor1,0.000511020082020758,mRNA
711,CDCA3,Factor1,0.0099686168087025,mRNA
712,SPSB2,Factor1,0.000597831424954436,mRNA
713,ATN1,Factor1,0.0157779533415999,mRNA
714,C12orf57,Factor1,0.0307720393489018,mRNA
715,LDHB,Factor1,0.0264342643491584,mRNA
716,CMAS,Factor1,0.0226492259991217,mRNA
717,CLEC4A,Factor1,0.00127060366873472,mRNA
718,C2CD5,Factor1,0.0208330054567227,mRNA
719,PHC1,Factor1,0.274052708216927,mRNA
720,FGFR1OP2,Factor1,9.38095072541786e-05,mRNA
721,TDP2,Factor1,0.0602563982842854,mRNA
722,RSPH4A,Factor1,0.0147037939597431,mRNA
723,GCNT2,Factor1,0.393599825587162,mRNA
724,ADTRP,Factor1,0.0647883063227228,mRNA
725,RIPOR2,Factor1,0.0153634904125484,mRNA
726,RNF8,Factor1,0.000599675775842388,mRNA
727,PHACTR1,Factor1,0.0258333301658008,mRNA
728,CAP2,Factor1,0.482433194854226,mRNA
729,GPR63,Factor1,0.018613850513422,mRNA
730,PTP4A1,Factor1,0.00560822859196725,mRNA
731,SIM1,Factor1,0.554627500170769,mRNA
732,SMAP1,Factor1,0.02867180749441,mRNA
733,RPS12,Factor1,0.00692005986266178,mRNA
734,B3GAT2,Factor1,0.0020966409109572,mRNA
735,FIG4,Factor1,0.00266171454564803,mRNA
736,ARFGEF3,Factor1,0.292333057874351,mRNA
737,SLC39A7,Factor1,0.0777198391559403,mRNA
738,MDFI,Factor1,0.129730264729045,mRNA
739,BYSL,Factor1,0.0273362635411375,mRNA
740,CCN6,Factor1,0.00443608283479416,mRNA
741,CLIC5,Factor1,0.48816641207679,mRNA
742,ENPP5,Factor1,0.07266482494238,mRNA
743,MAN2A1,Factor1,0.00460092957761614,mRNA
744,GHR,Factor1,0.191825293615773,mRNA
745,HMGCS1,Factor1,0.0190068100377173,mRNA
746,DAP,Factor1,0.00483018054956775,mRNA
747,MRPS30,Factor1,0.0131905730897691,mRNA
748,SPARC,Factor1,0.674545483017433,mRNA
749,PCDHB3,Factor1,0.163959702754493,mRNA
750,PCDHB5,Factor1,0.184363338054295,mRNA
751,PCDHB6,Factor1,0.384536942216674,mRNA
752,PCDHB7,Factor1,0.210456802602755,mRNA
753,PCDHB15,Factor1,0.0306292601244394,mRNA
754,THBS4,Factor1,0.205514616303282,mRNA
755,POLR3G,Factor1,0.014430571102563,mRNA
756,CDH6,Factor1,0.293828838953754,mRNA
757,GOLPH3,Factor1,0.000500339040995384,mRNA
758,NPR3,Factor1,0.558361588335719,mRNA
759,PDE4D,Factor1,0.0248829716366804,mRNA
760,BRIX1,Factor1,0.00284932730000008,mRNA
761,PRLR,Factor1,0.141742892721515,mRNA
762,ST8SIA4,Factor1,0.0973024625812564,mRNA
763,GNPDA1,Factor1,0.00103636561620119,mRNA
764,PCDH12,Factor1,0.00144355925001484,mRNA
765,FGF1,Factor1,0.430130722689098,mRNA
766,TCERG1,Factor1,0.00033651039715426,mRNA
767,ERGIC1,Factor1,0.00826994113869424,mRNA
768,PDGFRB,Factor1,0.329271276865269,mRNA
769,ATP6V0E1,Factor1,0.038052615616423,mRNA
770,STC2,Factor1,0.363522407287625,mRNA
771,CPEB4,Factor1,0.00529791560240057,mRNA
772,ZNF346,Factor1,0.0115605633471751,mRNA
773,EHHADH,Factor1,0.236018258089291,mRNA
774,CRBN,Factor1,0.000902082796178072,mRNA
775,BCL6,Factor1,0.0489292071077658,mRNA
776,HGD,Factor1,0.336911300877727,mRNA
777,AMOTL2,Factor1,0.269359982694765,mRNA
778,OGG1,Factor1,0.0175225817485152,mRNA
779,BCHE,Factor1,0.125371923425765,mRNA
780,FGF12,Factor1,0.477254118452692,mRNA
781,ACAP2,Factor1,0.00174716500619836,mRNA
782,HYAL1,Factor1,0.0263361429805275,mRNA
783,TUSC2,Factor1,0.0222495943947342,mRNA
784,RPL24,Factor1,0.00399779402353521,mRNA
785,C3orf14,Factor1,0.264101364802062,mRNA
786,GNB4,Factor1,0.814069403859677,mRNA
787,NCBP2,Factor1,0.0311781898333571,mRNA
788,SNX4,Factor1,0.000916574995661955,mRNA
789,KLHL18,Factor1,0.00252181125040608,mRNA
790,PLSCR4,Factor1,0.00745629272180078,mRNA
791,CISH,Factor1,0.0358581904441431,mRNA
792,COMMD2,Factor1,0.0229129128452234,mRNA
793,RRP9,Factor1,0.000623893554099173,mRNA
794,ABCC5,Factor1,0.00172618222057602,mRNA
795,TNNC1,Factor1,0.0783822590101317,mRNA
796,NEK4,Factor1,0.0118088624797096,mRNA
797,EEF1B2,Factor1,0.0903179186636669,mRNA
798,IL1A,Factor1,0.0189551590826844,mRNA
799,CCL20,Factor1,0.0751726456851899,mRNA
800,NCL,Factor1,0.00505356534831288,mRNA
801,ACTR1B,Factor1,0.0121818124040722,mRNA
802,SLC35F5,Factor1,0.00248168759592255,mRNA
803,EPB41L5,Factor1,0.00030679817825371,mRNA
804,TP53I3,Factor1,0.00553041162375736,mRNA
805,NRBP1,Factor1,0.111828403245557,mRNA
806,ITGB6,Factor1,0.481090097086619,mRNA
807,REEP6,Factor1,0.301692384160687,mRNA
808,APC2,Factor1,0.0108268257963437,mRNA
809,GCA,Factor1,0.236394307772971,mRNA
810,LOXL3,Factor1,0.079125223828884,mRNA
811,MRPL19,Factor1,0.00391294488169031,mRNA
812,WDR75,Factor1,0.00120229450822394,mRNA
813,FN1,Factor1,0.519232817546267,mRNA
814,IGFBP5,Factor1,0.46035896861329,mRNA
815,EFHD1,Factor1,0.622867348957249,mRNA
816,CCT4,Factor1,0.00168005776054923,mRNA
817,GGCX,Factor1,0.14443171877519,mRNA
818,ZNF142,Factor1,0.0124321738403818,mRNA
819,MLPH,Factor1,0.101841062318385,mRNA
820,CNPPD1,Factor1,0.00438926573431301,mRNA
821,ODC1,Factor1,0.0996715620734071,mRNA
822,STRN,Factor1,0.000372789869256228,mRNA
823,DCAF17,Factor1,0.00101434553386148,mRNA
824,QPCT,Factor1,0.165544686495589,mRNA
825,SLC25A12,Factor1,0.00255026588250612,mRNA
826,DLX2,Factor1,0.479771833018419,mRNA
827,SLC1A4,Factor1,0.0456955282526368,mRNA
828,SOS1,Factor1,0.00316098599656249,mRNA
829,RND3,Factor1,0.1389542809992,mRNA
830,TRAK2,Factor1,0.0234390337378195,mRNA
831,PCYOX1,Factor1,0.00601497362375722,mRNA
832,ATP6V1B1,Factor1,0.0476508679296175,mRNA
833,EPHA4,Factor1,0.212282656403009,mRNA
834,FARSB,Factor1,0.00228844227276786,mRNA
835,DHCR24,Factor1,0.00416526180932613,mRNA
836,RALGPS2,Factor1,0.00809393942305278,mRNA
837,LRRC42,Factor1,0.0768468549308777,mRNA
838,QSOX1,Factor1,0.00912713058755924,mRNA
839,ELAPOR1,Factor1,0.185959264560114,mRNA
840,OPRD1,Factor1,0.00361801967243175,mRNA
841,KCNC4,Factor1,0.0173093789257813,mRNA
842,EDEM3,Factor1,0.00156945843567259,mRNA
843,SFPQ,Factor1,0.000678107294682494,mRNA
844,MEF2D,Factor1,0.0946553079726402,mRNA
845,SRM,Factor1,0.143298259501193,mRNA
846,C1orf21,Factor1,0.0199829765922822,mRNA
847,MFN2,Factor1,0.0611562097508611,mRNA
848,PLA2G4A,Factor1,0.16326570274422,mRNA
849,RGS2,Factor1,0.004395081771052,mRNA
850,SRSF11,Factor1,0.000179924418979744,mRNA
851,OLFML3,Factor1,0.270302054500379,mRNA
852,CRYZ,Factor1,0.00226960495140952,mRNA
853,TFAP2E,Factor1,0.05420483526435,mRNA
854,NR5A2,Factor1,0.184954349328191,mRNA
855,MRPS15,Factor1,0.00354228461561003,mRNA
856,C1orf109,Factor1,0.000216805202059479,mRNA
857,LGALS8,Factor1,0.114396779657562,mRNA
858,HPCAL4,Factor1,0.0322831279454986,mRNA
859,SIPA1L2,Factor1,0.0552048717702774,mRNA
860,KMO,Factor1,0.0100954790531439,mRNA
861,KCNQ4,Factor1,0.0718589104794231,mRNA
862,ACADM,Factor1,0.00155224682458066,mRNA
863,ST6GALNAC5,Factor1,0.175814314512845,mRNA
864,PADI2,Factor1,0.0481785336129413,mRNA
865,SDHB_mRNA,Factor1,0.000605832262319943,mRNA
866,RPF1,Factor1,0.00196391487846796,mRNA
867,ACTL8,Factor1,0.125429105854624,mRNA
868,RGS4,Factor1,0.184841354539608,mRNA
869,SSX2IP,Factor1,0.00554124311026504,mRNA
870,ECE1,Factor1,0.153675577468395,mRNA
871,HMGCL,Factor1,0.000164633530913986,mRNA
872,EBNA1BP2,Factor1,0.0621751453818722,mRNA
873,PTCH2,Factor1,0.0779483301566752,mRNA
874,NSUN4,Factor1,0.00449923840732736,mRNA
875,DPH5,Factor1,0.00207439356336716,mRNA
876,PTBP2,Factor1,0.0215732809528197,mRNA
877,TNFSF4,Factor1,0.242845310490842,mRNA
878,UTP25,Factor1,0.00754676452940106,mRNA
879,RCAN3,Factor1,0.0359868164058598,mRNA
880,SYF2,Factor1,0.000546175001395044,mRNA
881,MUC5B,Factor1,0.235397481290943,mRNA
882,CTSD,Factor1,0.000387505504638316,mRNA
883,IFT46,Factor1,0.0022355654226792,mRNA
884,RPS25,Factor1,0.00422205755347544,mRNA
885,MREG,Factor1,0.159188387448684,mRNA
886,FASTKD2,Factor1,0.0374990136670737,mRNA
887,CA14,Factor1,0.0114229456757348,mRNA
888,IRAG2,Factor1,0.0250674882140244,mRNA
889,FILIP1,Factor1,0.124014738986767,mRNA
890,PHF3,Factor1,0.000560401879967956,mRNA
891,ALDH8A1,Factor1,0.00410545384942327,mRNA
892,CCN2,Factor1,0.522429634057037,mRNA
893,PMFBP1,Factor1,0.172598464025787,mRNA
894,FBXL5,Factor1,0.132191459524357,mRNA
895,RXYLT1,Factor1,0.00961619528532524,mRNA
896,FOXO3,Factor1,0.0031232517501375,mRNA
897,CCND2,Factor1,0.0731802461494247,mRNA
898,ELL2,Factor1,0.135832924381782,mRNA
899,PIGZ,Factor1,0.109468832395727,mRNA
900,SENP5,Factor1,0.00128887446052163,mRNA
901,CCDC92,Factor1,0.0754497002681654,mRNA
902,HEATR1,Factor1,0.00105111740749703,mRNA
903,DYNC2I2,Factor1,0.0760675552437822,mRNA
904,RAB14,Factor1,0.0014174031949888,mRNA
905,FBXW2,Factor1,0.000563936704637537,mRNA
906,NEK6,Factor1,0.0010879031143805,mRNA
907,BSPRY,Factor1,0.677429638540881,mRNA
908,HDHD3,Factor1,0.246426982200074,mRNA
909,NR4A3,Factor1,0.317412298958341,mRNA
910,DENND1A,Factor1,0.00760426901124608,mRNA
911,YLPM1,Factor1,0.000388645643207596,mRNA
912,PGF,Factor1,0.0986361845075373,mRNA
913,FLVCR2,Factor1,0.181277503082112,mRNA
914,TGFB3,Factor1,0.0878562147480758,mRNA
915,SLIRP,Factor1,0.00511778945881017,mRNA
916,RBM25,Factor1,0.00133862209233675,mRNA
917,ALDH6A1,Factor1,0.00319381780885619,mRNA
918,KLHL29,Factor1,0.0208385048065843,mRNA
919,TMEM214,Factor1,0.00344144442668522,mRNA
920,YPEL5,Factor1,0.167671888193464,mRNA
921,YIPF4,Factor1,0.00286809841690911,mRNA
922,AFTPH,Factor1,0.127766250170309,mRNA
923,PYROXD2,Factor1,0.200147346585457,mRNA
924,SMNDC1,Factor1,0.0114089399354026,mRNA
925,AVPI1,Factor1,0.00541581828784282,mRNA
926,DUSP1,Factor1,0.205113662655568,mRNA
927,PANK3,Factor1,0.0195720325597415,mRNA
928,MTHFD1L,Factor1,0.000430717452359677,mRNA
929,PCDHB8,Factor1,0.251290555744046,mRNA
930,PCDHB10,Factor1,0.187561373085785,mRNA
931,PCDHB12,Factor1,0.0179002275101303,mRNA
932,SEC16B,Factor1,0.146049464634933,mRNA
933,ACAT2,Factor1,0.00787309449502486,mRNA
934,TCP1,Factor1,0.000365489235315253,mRNA
935,EGR1,Factor1,0.0160251028279519,mRNA
936,SERP1,Factor1,0.000526296578163745,mRNA
937,UTP20,Factor1,0.00450297802270194,mRNA
938,SOCS2,Factor1,0.0548404265616371,mRNA
939,CLU,Factor1,0.275285029946171,mRNA
940,TNFRSF10B,Factor1,0.000876112240553437,mRNA
941,UBIAD1,Factor1,0.00141459831302945,mRNA
942,COPS5,Factor1,0.000574201922331977,mRNA
943,TBX2,Factor1,0.0291582439066806,mRNA
944,TEX14,Factor1,0.033545930504666,mRNA
945,MND1,Factor1,0.00370844056803691,mRNA
946,ABCC11,Factor1,0.0131746834477814,mRNA
947,CEP89,Factor1,0.0842697026358185,mRNA
948,ECHDC2,Factor1,0.0146732111512832,mRNA
949,PYROXD1,Factor1,0.0329200947512154,mRNA
950,A1BG,Factor1,0.700579072575786,mRNA
951,SEC22A,Factor1,0.0105085146206446,mRNA
952,B4GALT4,Factor1,0.00576718406228428,mRNA
953,PILRB,Factor1,0.105188727245281,mRNA
954,TNFSF10,Factor1,0.520200781952883,mRNA
955,PIK3CA,Factor1,0.0466080594729278,mRNA
956,LIAS,Factor1,0.089689008936172,mRNA
957,MTIF3,Factor1,0.0778504083340097,mRNA
958,UBL3,Factor1,0.0109774577461499,mRNA
959,FYTTD1,Factor1,0.0117480951642631,mRNA
960,FMOD,Factor1,0.355071710540183,mRNA
961,LDB3,Factor1,0.276505408612811,mRNA
962,NAA60,Factor1,0.00343602138063742,mRNA
963,RPL5,Factor1,0.000666783019184233,mRNA
964,RPAP2,Factor1,0.00531732722850418,mRNA
965,HOXA7,Factor1,0.133123410184817,mRNA
966,INHBA,Factor1,0.492928741688168,mRNA
967,SMU1,Factor1,0.000567580608276398,mRNA
968,TRIM24,Factor1,0.00202555943201914,mRNA
969,SRGN,Factor1,0.433415836391238,mRNA
970,EGR2,Factor1,0.197404768339092,mRNA
971,RBM19,Factor1,0.0438944851006296,mRNA
972,HVCN1,Factor1,0.0552612564910858,mRNA
973,NME2P1,Factor1,0.000858866593455712,mRNA
974,MED13L,Factor1,0.0106020494254731,mRNA
975,CCDC91,Factor1,0.0110392227636668,mRNA
976,NECAB1,Factor1,0.581605559055147,mRNA
977,WWP1,Factor1,0.0015242024346581,mRNA
978,ATP7B,Factor1,0.104411503268442,mRNA
979,NCKAP1L,Factor1,0.00229416823193487,mRNA
980,MMP19,Factor1,0.0433479559354542,mRNA
981,NR4A1,Factor1,0.0653692213102116,mRNA
982,LRP1,Factor1,0.156260911183826,mRNA
983,HJURP,Factor1,0.0116295112199932,mRNA
984,RAB9B,Factor1,0.243139416485485,mRNA
985,METTL8,Factor1,0.00472920647164258,mRNA
986,SLC36A1,Factor1,0.0203381992253676,mRNA
987,EXOSC9,Factor1,0.0056734212668581,mRNA
988,C4BPB,Factor1,0.471160015412777,mRNA
989,HMGB1P1,Factor1,0.178882377902073,mRNA
990,FAM210B,Factor1,0.00313810369726877,mRNA
991,SNX21,Factor1,0.134041746728266,mRNA
992,PREX1,Factor1,0.0713325484114014,mRNA
993,ARHGAP40,Factor1,0.016296492362666,mRNA
994,NCOA3,Factor1,0.00902211331766923,mRNA
995,PIGT,Factor1,0.000277470711815203,mRNA
996,VAPB,Factor1,0.00279743955199334,mRNA
997,CHD6,Factor1,0.00468991744835816,mRNA
998,RAB22A,Factor1,0.00822046214162623,mRNA
999,STAU1,Factor1,0.00250643993878008,mRNA
1000,CDH26,Factor1,0.00983591916419532,mRNA
1001,SNAI1,Factor1,0.0194281939286422,mRNA
1002,BCAS4,Factor1,0.147158233083723,mRNA
1003,KCNK15,Factor1,0.00391068520928522,mRNA
1004,NAGK,Factor1,0.123121991918562,mRNA
1005,MCEE,Factor1,0.0520011742664447,mRNA
1006,ATP8A1,Factor1,0.309315019211132,mRNA
1007,HIF3A,Factor1,0.016338561417572,mRNA
1008,PACSIN1,Factor1,0.00305105719987888,mRNA
1009,SERPINB6,Factor1,0.0361380250875609,mRNA
1010,XPO5,Factor1,0.00292080240331657,mRNA
1011,NQO2,Factor1,0.0119673859452216,mRNA
1012,UNC5CL,Factor1,0.327265094011266,mRNA
1013,SPDEF,Factor1,0.456184352605455,mRNA
1014,GNMT,Factor1,0.12820534775071,mRNA
1015,RIOK1,Factor1,0.00763184605467397,mRNA
1016,EREG,Factor1,0.498923798698539,mRNA
1017,EMC3,Factor1,0.093806365564116,mRNA
1018,TMTC4,Factor1,0.0783975656462584,mRNA
1019,TM9SF2,Factor1,0.093884285048243,mRNA
1020,BMP4,Factor1,0.592338063726967,mRNA
1021,PTGER2,Factor1,0.021090419741508,mRNA
1022,HS3ST3B1,Factor1,0.334103282567594,mRNA
1023,NT5C,Factor1,0.100490988357638,mRNA
1024,MSTO1,Factor1,0.00655236791443506,mRNA
1025,PPP1R12C,Factor1,0.00743968275969171,mRNA
1026,MBOAT7,Factor1,0.0294063637304281,mRNA
1027,PPDPF,Factor1,0.0082926934944872,mRNA
1028,POLR1B,Factor1,0.082961502896376,mRNA
1029,ALKBH7,Factor1,0.0110228443893119,mRNA
1030,MED1,Factor1,0.00162007862874631,mRNA
1031,CD70,Factor1,0.451983870952741,mRNA
1032,OPA3,Factor1,0.000604349135444473,mRNA
1033,RTN2,Factor1,0.0760684042035351,mRNA
1034,CENPB,Factor1,0.0107605323964228,mRNA
1035,PSMF1,Factor1,0.00522940129905833,mRNA
1036,TMX4,Factor1,0.00759576631264222,mRNA
1037,AP5S1,Factor1,0.000884056312337419,mRNA
1038,RRBP1,Factor1,0.0136012394053057,mRNA
1039,DSTN,Factor1,0.0403857308281028,mRNA
1040,TBC1D20,Factor1,0.0140515795795309,mRNA
1041,TMEM74B,Factor1,0.0830195402483094,mRNA
1042,FAM110A,Factor1,0.0896367359777602,mRNA
1043,NCLN,Factor1,2.22660722221742e-05,mRNA
1044,CITED1,Factor1,0.151945581834548,mRNA
1045,MAX,Factor1,0.00482881252433282,mRNA
1046,NECAB3,Factor1,0.000354143660684952,mRNA
1047,RALY,Factor1,0.00112198613275888,mRNA
1048,DYNLRB1,Factor1,0.00551846442714613,mRNA
1049,GRPR,Factor1,0.204835956238623,mRNA
1050,PSMB2,Factor1,0.0149027574593439,mRNA
