,LYZ,LOXL2,SDC2,ADAMTS1,COL6A2,GNB4,response
1240131,0.03241139912080948,0.5313124348801364,0.578283200735153,0.6748025519098472,0.22249630841590473,0.18251439666538327,0
753589,0.014576954690427815,0.0,0.33910198777549194,0.1870016058310767,0.05498417925765656,0.2048134796600997,0
1290905,0.027516340365030492,0.03959715302704106,0.9814589119351124,0.7627667716169779,0.06378216121979789,1.0,0
905946,0.03496109602396005,0.09130037890166817,0.70446945727077,0.032674651727613524,0.08347145153802014,0.19812954604579783,0
910905,0.2474761984882658,0.07507364402203981,0.04009785332193316,0.09259413131326288,0.14185311910532716,0.0,0
905969,0.3336388221454089,0.19088752410934928,0.25109975561615167,0.0632072371589209,0.14134153777042563,0.14142980133523153,0
1240223,0.04416873479540851,0.34251408029641256,0.7030895191803304,0.05777902137610219,0.23117856335494114,0.24649370368862156,0
906817,0.029049286587125134,0.33353762481646704,0.04226884180165125,0.05019531872208177,0.02650180893634782,0.10831673488483301,0
909753,0.03599649810319197,0.05889072235411663,0.05529358177138821,0.04592520472309819,0.04389808423445636,0.09695186404455258,0
907794,1.0,0.0512333003398614,0.03414652894938042,0.05155365137773177,0.02744331399490124,0.144265916783874,0
909907,0.016829033500468327,0.06861071252610146,0.1508870520158532,0.06732852663865502,0.062214568799192266,0.19942703092137884,0
907792,0.45081197395552797,0.06140541341324335,0.025733842148282393,0.10368842619343843,0.060644705303534455,0.11195798050464659,0
1524416,0.0,1.0,0.5720549689796108,0.829227196806349,0.21539010420312182,0.24755037624558887,0
905959,0.02671934626023363,0.18447661659864767,0.7822340591571361,0.2557256542157741,0.30440470354837673,0.2525512162682153,0
724879,0.02881417752784786,0.2698874669015528,0.8073811688622646,0.07482602622536844,0.13811395366649337,0.13242637253353798,0
906835,0.02396320258922531,0.5895901327383575,0.6642377725564332,0.26444002057992466,0.26722167647901307,0.1851836723704247,0
908125,0.03876009283622764,0.20028348041429145,0.6783450655391539,0.19564534253814786,0.1720032077648956,0.2922301690152968,0
1298475,0.18161399639169484,0.11104523699606017,0.04509209730858815,0.052071348705308884,0.15520262659066536,0.21239047162139077,0
1240226,0.02436792975754322,0.37093656153635013,0.9502847540218173,0.8709812108294752,0.23770470252061332,0.11687523212052636,0
1240223,0.04416873479540851,0.34251408029641256,0.7030895191803304,0.05777902137610219,0.23117856335494114,0.24649370368862156,0
909747,0.5530777630436846,0.02784930176232056,0.0,0.06875643310600726,0.025631651793829147,0.09735709872080914,0
909747,0.5530777630436846,0.02784930176232056,0.0,0.06875643310600726,0.025631651793829147,0.09735709872080914,0
687807,0.03944360443699702,0.22669819107446376,0.06821922848189904,0.08657125182893333,0.10490636156959947,0.3893542341384159,0
1240223,0.04416873479540851,0.34251408029641256,0.7030895191803304,0.05777902137610219,0.23117856335494114,0.24649370368862156,0
753574,0.04550081746349783,0.07695383851172397,0.030822256327515785,0.2879835961237031,0.0838261703309787,0.15138074436431087,0
905946,0.03496109602396005,0.09130037890166817,0.70446945727077,0.032674651727613524,0.08347145153802014,0.19812954604579783,0
1240162,0.030399922771417676,0.11006149478137126,0.014233585696291517,0.3355404419300655,0.0750430333515422,0.16694581285047191,0
908476,0.052004364664096726,0.11708559526070564,0.10582781393772028,0.08004265887975331,0.08625884281037623,0.17294339214970078,0
905935,0.04133982271027592,0.4253847402466825,0.08119366980099307,0.03340985754145054,0.1842390364878604,0.3198783079063186,0
906805,0.33010294480975577,0.19415468432373864,0.35999114990572406,0.16737327768953766,0.055538619449536905,0.028857254127790027,0
911905,0.026196817248689497,0.044848333234863064,0.9855304291983368,0.7850910361199542,0.17072479734562082,0.14307304218196443,0
925348,0.03525003195252581,0.09230401015177647,0.0697558411457661,0.04662464181530257,0.10229420181848045,0.1739713254459331,0
946359,0.05157998577387746,0.08168073192675562,0.6647424199809473,0.5033753993078853,0.023553425492994717,0.16260725503171408,0
1298141,0.023642396405996552,0.40580164604539554,0.03217451357607404,0.9999999999999999,0.1449264730349289,0.1350591310076896,0
1298223,0.026653594750566764,0.09040282930808632,0.2365812228098526,0.2860413913450318,0.05830237359177104,0.20369340106572648,0
908460,0.025158147478156187,0.13365382060918213,0.028564295517612803,0.03801027909248822,0.2449905071306162,0.0658202867392696,0
1298141,0.023642396405996552,0.40580164604539554,0.03217451357607404,0.9999999999999999,0.1449264730349289,0.1350591310076896,0
1298475,0.18161399639169484,0.11104523699606017,0.04509209730858815,0.052071348705308884,0.15520262659066536,0.21239047162139077,0
1330973,0.07177520211399448,0.033491265957948296,0.4269536381097856,0.13018539086320405,0.10710489996746692,0.1290272518492521,0
908463,0.04819750261776344,0.2789628171480332,0.07363213770126353,0.06135715707949213,0.17604469938346323,0.24139480513306275,0
909974,0.022038933480910003,0.9611267983284164,0.9894856021944476,0.9522891822373082,0.26669915281106565,0.20241949639475287,0
687812,0.0360506277431359,0.7393224799928528,0.35039003487750614,0.32029660688918643,0.1171143616952465,0.14275685005285316,0
688013,0.0339523454269354,0.04677740489808996,0.9840097548828854,0.03946592546497424,0.07109986787820881,0.14950604421330588,1
908147,0.029131974613650108,0.06873430400473196,0.06776723648289701,0.07953566805416329,0.07820692500049393,0.14675958652345034,1
906792,0.03340353287617347,0.09528226717037008,0.6454864937505076,0.3412488859221068,0.08763358800095981,0.27812687713984285,1
906813,0.022146274204085895,0.1290711986397156,0.6782231720238998,0.31379706786186345,0.1871279360768997,0.18975038584049647,1
1480371,0.03512685452323798,0.088497175710185,0.06450035198902282,0.7432230199343937,0.2198115717210989,0.3422784687575729,1
910900,0.023113691838641634,0.20131184219249995,1.0,0.12810040651778434,0.19026968443959416,0.335417797724648,1
906833,0.03157669550833951,0.3301370763882611,0.7674268878327131,0.5620268229995732,0.40971322731579984,0.39740426688543995,1
753565,0.032815215264883,0.06482563796502486,0.14874026910681476,0.36517587445313804,0.09065461391592183,0.5366680685157565,1
910944,0.3025753777440451,0.06199750876300705,0.08320897188171628,0.08401106430002686,0.08476400917099002,0.41159713685896865,1
907042,0.014831643247728996,0.5063595890209371,0.3720116377845629,0.6461431527409538,0.20348301963501533,0.320665542001109,1
910900,0.023113691838641634,0.20131184219249995,1.0,0.12810040651778434,0.19026968443959416,0.335417797724648,1
1240189,0.029939784977142628,0.05813790017711726,0.440564258686873,0.38440323155411477,0.06582253480087723,0.1834393701116615,1
906832,0.07628795396538385,0.0788130700832427,0.057492064828493505,0.0688974302907891,0.0644474774387813,0.21055774934368918,1
910937,0.010975401237470025,0.13392620652423037,0.05030542370744506,0.06723884407837549,0.04865400977896697,0.44363861834468604,1
1327771,0.3085663565808213,0.004617702188821682,0.06071011170585788,0.1345439683195779,0.12029801054524,0.18281450335223406,1
906877,0.14349964024701273,0.0955333533111612,0.03211229168020563,0.08499818367518791,0.04176966893187052,0.19607001318481243,1
1331036,0.09799190365354715,0.4082940928354868,0.06554065128312947,0.0805842580008474,0.06873268083249046,0.15134271718080342,1
908448,0.8150431852808933,0.10866053443491813,0.07701206900931218,0.07002077905759818,0.036659873748948496,0.4102483913444088,1
905952,0.03695837498972922,0.09978338510650892,0.11495985217000682,0.5510015506615915,0.0973336068704325,0.3582515166903324,1
949171,0.03428170661216513,0.07874575907312087,0.5654669544030295,0.2937013800841237,0.14989036801748137,0.19612585718379266,1
946377,0.02900738060233128,0.7264344874721661,0.8394523611742991,0.6223271549616842,0.8264969706042019,0.27978368356749594,1
1331038,0.2101113725569776,0.0822574692632714,0.06742504144721723,0.11055354436733708,0.1207369231904416,0.3613355855046842,1
1299050,0.04280794000942131,0.05932530787302334,0.05059188750784993,0.5555522505702492,0.06872096540445922,0.0833616679242411,1
687452,0.031588858482150095,0.3934468114748676,0.030287636701404774,0.24579728805376255,0.31466737165018427,0.17237439722350179,1
924239,0.037848432799706205,0.08112877816843508,0.04717853166894154,0.0556123127032907,0.09687135836201524,0.13018099304462216,1
910927,0.01461733273090532,0.41423417648034994,0.9161043503533066,0.5447978039178547,0.20376135450246147,0.15634384361585868,1
688013,0.0339523454269354,0.04677740489808996,0.9840097548828854,0.03946592546497424,0.07109986787820881,0.14950604421330588,1
753605,0.041512336564875095,0.06708454756141966,0.600113294765384,0.06115425434076005,0.04856597476233572,0.1601829369972303,1
1327768,0.06935756171816464,0.11204110812524432,0.06533021340446499,0.08488420512535072,0.16216340266368906,0.186536390224168,1
905964,0.013454723576305658,0.04928125216269591,0.06358456890809211,0.08307118028454669,0.08234174545884823,0.3206527295655708,1
907170,0.02468529591316425,0.07440893906086707,0.6332360243154016,0.353275928967324,0.1000959565511236,0.2637477306566235,1
905983,0.0312214060580943,0.6596072216412621,0.8163550285347525,0.1992162775804277,0.33769378585439014,0.397029827410218,1
907055,0.04814188667737034,0.30444457044565587,0.7749671772034723,0.2538698401362976,0.2067288862778435,0.3082441559697755,1
906832,0.07628795396538385,0.0788130700832427,0.057492064828493505,0.0688974302907891,0.0644474774387813,0.21055774934368918,1
906797,0.028551501937844725,0.3454254146226652,0.04495041525272547,0.005006239686506819,0.006239799125305812,0.17113902209803805,1
910900,0.023113691838641634,0.20131184219249995,1.0,0.12810040651778434,0.19026968443959416,0.335417797724648,1
909248,0.041775328796707666,0.2767060621251063,0.758646533709183,0.6408012967059722,0.16097426480579774,0.40788443335442914,1
949178,0.03991495078574323,0.03900903669457542,0.7657825267917211,0.48467959322266785,0.14297844439959181,0.39639214164142067,1
910710,0.0674207158604016,0.13218697359359077,0.06367498709246172,0.03341953866061398,0.11427819173474368,0.37913600093275956,1
1480371,0.03512685452323798,0.088497175710185,0.06450035198902282,0.7432230199343937,0.2198115717210989,0.3422784687575729,1
908440,0.03645951032630086,0.18336881238591624,0.42966360301151235,0.7626949412951209,0.12481751703511662,0.3236475275890495,1
1330972,0.010488015929051867,0.04484765067999161,0.5131188317060497,0.11509209768254944,0.05789131467452932,0.2825551926071726,1
946377,0.02900738060233128,0.7264344874721661,0.8394523611742991,0.6223271549616842,0.8264969706042019,0.27978368356749594,1
907055,0.04814188667737034,0.30444457044565587,0.7749671772034723,0.2538698401362976,0.2067288862778435,0.3082441559697755,1
906792,0.03340353287617347,0.09528226717037008,0.6454864937505076,0.3412488859221068,0.08763358800095981,0.27812687713984285,1
906792,0.03340353287617347,0.09528226717037008,0.6454864937505076,0.3412488859221068,0.08763358800095981,0.27812687713984285,1
753559,0.01921266323167789,0.2896491537768912,0.693317515006875,0.3430871124297134,0.16034637950133399,0.3381391581207088,1
907055,0.04814188667737034,0.30444457044565587,0.7749671772034723,0.2538698401362976,0.2067288862778435,0.3082441559697755,1
1330984,0.067118011429416,0.07654758615831475,0.07037857978340867,0.04326598420318184,0.0777823563129217,0.5236038423633693,1
907170,0.02468529591316425,0.07440893906086707,0.6332360243154016,0.353275928967324,0.1000959565511236,0.2637477306566235,1
1299050,0.04280794000942131,0.05932530787302334,0.05059188750784993,0.5555522505702492,0.06872096540445922,0.0833616679242411,1
753565,0.032815215264883,0.06482563796502486,0.14874026910681476,0.36517587445313804,0.09065461391592183,0.5366680685157565,1
946372,0.04476988827132132,0.4313916097614394,0.7337879854411697,0.23615915769512413,0.2602979745816458,0.4387705878030701,1
1240206,0.01630737567986043,0.09408307256245244,0.15090872999847652,0.1762958747021328,0.1156708948928975,0.15673578767164997,1
946372,0.04476988827132132,0.4313916097614394,0.7337879854411697,0.23615915769512413,0.2602979745816458,0.4387705878030701,1
1330972,0.010488015929051867,0.04484765067999161,0.5131188317060497,0.11509209768254944,0.05789131467452932,0.2825551926071726,1
1240222,0.027053286306574817,0.5497113706820698,0.6481661146695641,0.6181926024097799,0.059959919103966114,0.46140368848856905,1
910688,0.036404945985504825,0.08346451042590797,0.03280148396651067,0.03705890557080743,0.0,0.012180340427916103,1
1330947,0.9745222896401753,0.08097760425199729,0.8724367273771145,0.17722985467023444,0.12745507614167415,0.2947354581201909,1
907055,0.04814188667737034,0.30444457044565587,0.7749671772034723,0.2538698401362976,0.2067288862778435,0.3082441559697755,1
906765,0.038000867328760235,0.07793833387259763,0.07009995558501203,0.1361612703320996,0.14325559964170803,0.2611913043733452,1
905983,0.0312214060580943,0.6596072216412621,0.8163550285347525,0.1992162775804277,0.33769378585439014,0.397029827410218,1
687995,0.016179406406527777,0.09575495669041864,0.6608190740437143,0.5700267104931775,0.15951237461640413,0.3178542523851939,1
907170,0.02468529591316425,0.07440893906086707,0.6332360243154016,0.353275928967324,0.1000959565511236,0.2637477306566235,1
910698,0.29388921910589344,0.73194142351483,0.668630449189066,0.8513371279081949,1.0,0.26123307265897305,1
949171,0.03428170661216513,0.07874575907312087,0.5654669544030295,0.2937013800841237,0.14989036801748137,0.19612585718379266,1
949178,0.03991495078574323,0.03900903669457542,0.7657825267917211,0.48467959322266785,0.14297844439959181,0.39639214164142067,1
998184,0.04114378640245718,0.06778693161331464,0.06615593770739248,0.32338123135718416,0.05900302965460964,0.16344142338144002,1
910937,0.010975401237470025,0.13392620652423037,0.05030542370744506,0.06723884407837549,0.04865400977896697,0.44363861834468604,1
905983,0.0312214060580943,0.6596072216412621,0.8163550285347525,0.1992162775804277,0.33769378585439014,0.397029827410218,1
907319,0.008002501038670742,0.2709279526752112,0.7489768012941507,0.31770540604642694,0.2258789721874781,0.3963415652341322,1
753565,0.032815215264883,0.06482563796502486,0.14874026910681476,0.36517587445313804,0.09065461391592183,0.5366680685157565,1
910710,0.0674207158604016,0.13218697359359077,0.06367498709246172,0.03341953866061398,0.11427819173474368,0.37913600093275956,1
910900,0.023113691838641634,0.20131184219249995,1.0,0.12810040651778434,0.19026968443959416,0.335417797724648,1
906792,0.03340353287617347,0.09528226717037008,0.6454864937505076,0.3412488859221068,0.08763358800095981,0.27812687713984285,1
1327771,0.3085663565808213,0.004617702188821682,0.06071011170585788,0.1345439683195779,0.12029801054524,0.18281450335223406,1
910927,0.01461733273090532,0.41423417648034994,0.9161043503533066,0.5447978039178547,0.20376135450246147,0.15634384361585868,1
1240206,0.01630737567986043,0.09408307256245244,0.15090872999847652,0.1762958747021328,0.1156708948928975,0.15673578767164997,1
905983,0.0312214060580943,0.6596072216412621,0.8163550285347525,0.1992162775804277,0.33769378585439014,0.397029827410218,1
